system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,MSK_CLDPRB,SCL,hours_from_measurement,measurement_idx,ndvi,ndwi,.geo
291_0,0.498,0.0056,0.06910000000000001,0.0424,0.0189,0.041100000000000005,0.0175,0.0555,0.09330000000000001,0.1092,0.0916,0.0743,0.1893,0.01,10,30.136478611111112,291,0.6791934,-0.38055766,"{""type"":""MultiPoint"",""coordinates"":[]}"
292_0,0.396,0.032,0.0424,0.034300000000000004,0.034300000000000004,0.034800000000000005,0.0339,0.0565,0.0683,0.07540000000000001,0.0509,0.0732,0.10210000000000001,0.0,3,20.554509166666666,292,0.2004717,-0.18786465,"{""type"":""MultiPoint"",""coordinates"":[]}"
293_0,0.396,0.032,0.0424,0.034300000000000004,0.034300000000000004,0.034800000000000005,0.0339,0.0565,0.0683,0.07540000000000001,0.0509,0.0732,0.10210000000000001,0.0,3,30.2378425,293,0.2004717,-0.18786465,"{""type"":""MultiPoint"",""coordinates"":[]}"
294_0,0.384,0.0658,0.0709,0.0446,0.0627,0.08660000000000001,0.0663,0.09860000000000001,0.0893,0.0952,0.0985,0.09670000000000001,0.18860000000000002,0.0,7,43.420077222222226,294,0.19538835,-0.06428957,"{""type"":""MultiPoint"",""coordinates"":[]}"
295_0,0.384,0.0658,0.0709,0.0446,0.0627,0.08660000000000001,0.0663,0.09860000000000001,0.0893,0.0952,0.0985,0.09670000000000001,0.18860000000000002,0.0,7,53.72007722222222,295,0.19538835,-0.06428957,"{""type"":""MultiPoint"",""coordinates"":[]}"
296_0,0.294,0.057800000000000004,0.10600000000000001,0.0661,0.0448,0.07540000000000001,0.0562,0.0931,0.09730000000000001,0.10650000000000001,0.1048,0.0985,0.2039,0.0,7,4.0462219444444445,296,0.30186334,-0.16315205,"{""type"":""MultiPoint"",""coordinates"":[]}"
297_0,0.294,0.0507,0.10160000000000001,0.06380000000000001,0.037700000000000004,0.0692,0.048100000000000004,0.08560000000000001,0.0877,0.0966,0.094,0.0884,0.18860000000000002,0.0,7,6.386311666666667,297,0.32301196,-0.15196079,"{""type"":""MultiPoint"",""coordinates"":[]}"
298_0,0.63,0.0,0.10650000000000001,0.0529,0.0,0.037700000000000004,0.0142,0.060700000000000004,0.1499,0.1902,0.1943,0.20670000000000002,0.1648,0.01,4,27.128610277777778,298,0.86378896,-0.675,"{""type"":""MultiPoint"",""coordinates"":[]}"
299_0,0.63,0.0,0.10650000000000001,0.0529,0.0,0.037700000000000004,0.0142,0.060700000000000004,0.1499,0.1902,0.1943,0.20670000000000002,0.1648,0.01,4,17.278610277777776,299,0.86378896,-0.675,"{""type"":""MultiPoint"",""coordinates"":[]}"
300_0,0.582,1.0263,0.5417000000000001,0.46030000000000004,0.9577,0.8454,0.7528,0.7785000000000001,0.769,0.7466,0.7438,0.7399,1.3165,1.0,9,20.621983333333333,300,-0.006013631,0.06393154,"{""type"":""MultiPoint"",""coordinates"":[]}"
301_0,0.582,1.0263,0.5417000000000001,0.46030000000000004,0.9577,0.8454,0.7528,0.7785000000000001,0.769,0.7466,0.7438,0.7399,1.3165,1.0,9,29.821983333333332,301,-0.006013631,0.06393154,"{""type"":""MultiPoint"",""coordinates"":[]}"
302_0,1.08,0.9173,0.3407,0.2295,1.1309,0.9411,0.7192000000000001,0.7193,0.7858,0.8104,0.7953,0.7159,0.4227,1.0,9,27.345726111111112,302,0.050247606,0.08396683,"{""type"":""MultiPoint"",""coordinates"":[]}"
303_0,1.08,0.9173,0.3407,0.2295,1.1309,0.9411,0.7192000000000001,0.7193,0.7858,0.8104,0.7953,0.7159,0.4227,1.0,9,18.179059444444444,303,0.050247606,0.08396683,"{""type"":""MultiPoint"",""coordinates"":[]}"
304_0,0.372,0.30820000000000003,0.3522,0.2987,0.3322,0.3175,0.28850000000000003,0.3422,0.4268,0.4823,0.4731,0.4811,0.5666,0.74,8,44.77055222222222,304,0.24238445,-0.19681254,"{""type"":""MultiPoint"",""coordinates"":[]}"
305_0,0.372,0.30820000000000003,0.3522,0.2987,0.3322,0.3175,0.28850000000000003,0.3422,0.4268,0.4823,0.4731,0.4811,0.5666,0.74,8,53.687218888888886,305,0.24238445,-0.19681254,"{""type"":""MultiPoint"",""coordinates"":[]}"
306_0,0.588,0.0811,0.11910000000000001,0.0577,0.0792,0.1004,0.0724,0.12150000000000001,0.2215,0.259,0.26230000000000003,0.2785,0.232,0.0,5,51.69504888888889,306,0.56737375,-0.44637442,"{""type"":""MultiPoint"",""coordinates"":[]}"
307_0,0.588,0.0811,0.11910000000000001,0.0577,0.0792,0.1004,0.0724,0.12150000000000001,0.2215,0.259,0.26230000000000003,0.2785,0.232,0.0,5,42.14504888888889,307,0.56737375,-0.44637442,"{""type"":""MultiPoint"",""coordinates"":[]}"
308_0,0.486,0.48160000000000003,0.29350000000000004,0.21480000000000002,0.3682,0.3274,0.2787,0.3191,0.3683,0.4098,0.4,0.4207,0.6959000000000001,0.74,8,44.30374777777778,308,0.17872404,-0.09980753,"{""type"":""MultiPoint"",""coordinates"":[]}"
309_0,0.486,0.48160000000000003,0.29350000000000004,0.21480000000000002,0.3682,0.3274,0.2787,0.3191,0.3683,0.4098,0.4,0.4207,0.6959000000000001,0.74,8,54.15374777777778,309,0.17872404,-0.09980753,"{""type"":""MultiPoint"",""coordinates"":[]}"
310_0,0.492,0.0449,0.1451,0.0794,0.06760000000000001,0.0818,0.0618,0.10640000000000001,0.1627,0.1832,0.1957,0.19640000000000002,0.1768,0.01,7,44.336444444444446,310,0.52,-0.41045046,"{""type"":""MultiPoint"",""coordinates"":[]}"
311_0,0.492,0.0449,0.1451,0.0794,0.06760000000000001,0.0818,0.0618,0.10640000000000001,0.1627,0.1832,0.1957,0.19640000000000002,0.1768,0.01,7,54.553111111111114,311,0.52,-0.41045046,"{""type"":""MultiPoint"",""coordinates"":[]}"
312_0,0.462,0.1925,0.16570000000000001,0.12150000000000001,0.19160000000000002,0.2048,0.1908,0.19190000000000002,0.2519,0.2894,0.2969,0.2998,0.0976,0.65,8,51.34716972222222,312,0.21755177,-0.18357584,"{""type"":""MultiPoint"",""coordinates"":[]}"
313_0,0.462,0.1925,0.16570000000000001,0.12150000000000001,0.19160000000000002,0.2048,0.1908,0.19190000000000002,0.2519,0.2894,0.2969,0.2998,0.0976,0.65,8,41.41383638888889,313,0.21755177,-0.18357584,"{""type"":""MultiPoint"",""coordinates"":[]}"
314_0,0.336,0.0213,0.0853,0.068,0.0412,0.0575,0.0495,0.0641,0.07400000000000001,0.085,0.085,0.0872,0.279,0.0,10,44.85272972222222,314,0.2639405,-0.19298245,"{""type"":""MultiPoint"",""coordinates"":[]}"
315_0,0.336,0.0213,0.0853,0.068,0.0412,0.0575,0.0495,0.0641,0.07400000000000001,0.085,0.085,0.0872,0.279,0.0,10,54.486063055555555,315,0.2639405,-0.19298245,"{""type"":""MultiPoint"",""coordinates"":[]}"
316_0,0.63,0.0,0.018500000000000003,0.016300000000000002,0.0,0.0,0.0,0.007500000000000001,0.0,0.0,0.0,0.0,0.1391,0.0,7,27.47861027777778,316,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
317_0,0.63,0.0,0.018500000000000003,0.016300000000000002,0.0,0.0,0.0,0.007500000000000001,0.0,0.0,0.0,0.0,0.1391,0.0,7,17.42861027777778,317,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
318_0,0.582,0.22460000000000002,0.1937,0.1524,0.2942,0.2712,0.2341,0.2701,0.29500000000000004,0.2998,0.3169,0.2919,0.6073000000000001,0.47000000000000003,8,20.721983333333334,318,0.15027224,-0.07770787,"{""type"":""MultiPoint"",""coordinates"":[]}"
319_0,0.582,0.22460000000000002,0.1937,0.1524,0.2942,0.2712,0.2341,0.2701,0.29500000000000004,0.2998,0.3169,0.2919,0.6073000000000001,0.47000000000000003,8,29.93865,319,0.15027224,-0.07770787,"{""type"":""MultiPoint"",""coordinates"":[]}"
320_0,1.08,0.5954,0.2499,0.14830000000000002,0.8290000000000001,0.6596000000000001,0.47750000000000004,0.4869,0.5798,0.6062000000000001,0.6556000000000001,0.543,0.3546,0.64,8,27.179059444444444,320,0.15717942,0.0030413626,"{""type"":""MultiPoint"",""coordinates"":[]}"
321_0,1.08,0.5954,0.2499,0.14830000000000002,0.8290000000000001,0.6596000000000001,0.47750000000000004,0.4869,0.5798,0.6062000000000001,0.6556000000000001,0.543,0.3546,0.64,8,18.14572611111111,321,0.15717942,0.0030413626,"{""type"":""MultiPoint"",""coordinates"":[]}"
322_0,0.372,0.0891,0.0333,0.0253,0.09050000000000001,0.08360000000000001,0.061500000000000006,0.075,0.08750000000000001,0.09670000000000001,0.08510000000000001,0.0835,0.1472,0.0,2,45.05388555555555,322,0.16098227,-0.008891524,"{""type"":""MultiPoint"",""coordinates"":[]}"
323_0,0.372,0.0891,0.0333,0.0253,0.09050000000000001,0.08360000000000001,0.061500000000000006,0.075,0.08750000000000001,0.09670000000000001,0.08510000000000001,0.0835,0.1472,0.0,2,53.87055222222222,323,0.16098227,-0.008891524,"{""type"":""MultiPoint"",""coordinates"":[]}"
324_0,0.588,0.0787,0.0492,0.024300000000000002,0.0697,0.0845,0.0637,0.0993,0.1213,0.1312,0.10690000000000001,0.1174,0.2008,0.0,3,51.44504888888889,324,0.25322393,-0.117032394,"{""type"":""MultiPoint"",""coordinates"":[]}"
325_0,0.588,0.0787,0.0492,0.024300000000000002,0.0697,0.0845,0.0637,0.0993,0.1213,0.1312,0.10690000000000001,0.1174,0.2008,0.0,3,41.87838222222222,325,0.25322393,-0.117032394,"{""type"":""MultiPoint"",""coordinates"":[]}"
326_0,0.486,0.3634,0.1794,0.10700000000000001,0.39730000000000004,0.328,0.2564,0.27240000000000003,0.2753,0.2765,0.3723,0.2494,0.4358,0.65,8,44.55374777777778,326,0.18434866,-0.0632586,"{""type"":""MultiPoint"",""coordinates"":[]}"
327_0,0.486,0.3634,0.1794,0.10700000000000001,0.39730000000000004,0.328,0.2564,0.27240000000000003,0.2753,0.2765,0.3723,0.2494,0.4358,0.65,8,54.320414444444445,327,0.18434866,-0.0632586,"{""type"":""MultiPoint"",""coordinates"":[]}"
328_0,0.492,0.9383,0.7216,0.599,0.9489000000000001,0.8776,0.8178000000000001,0.8813000000000001,0.8389000000000001,0.8209000000000001,0.8018000000000001,0.7851,1.1475,1.0,9,51.396049166666664,328,-0.009878983,0.045135166,"{""type"":""MultiPoint"",""coordinates"":[]}"
329_0,0.492,0.9383,0.7216,0.599,0.9489000000000001,0.8776,0.8178000000000001,0.8813000000000001,0.8389000000000001,0.8209000000000001,0.8018000000000001,0.7851,1.1475,1.0,9,41.51271583333333,329,-0.009878983,0.045135166,"{""type"":""MultiPoint"",""coordinates"":[]}"
330_0,0.426,0.0196,0.0333,0.020800000000000003,0.0167,0.0551,0.028300000000000002,0.057800000000000004,0.0374,0.0408,0.028200000000000003,0.035500000000000004,0.0466,0.0,6,2.51117,330,-0.0017699115,0.32292917,"{""type"":""MultiPoint"",""coordinates"":[]}"
331_0,0.324,0.027100000000000003,0.0328,0.0207,0.0236,0.055400000000000005,0.0316,0.0548,0.0342,0.0375,0.029900000000000003,0.034800000000000005,0.037000000000000005,0.0,6,6.438024722222222,331,-0.027642276,0.2989449,"{""type"":""MultiPoint"",""coordinates"":[]}"
332_0,0.36,0.027700000000000002,0.027800000000000002,0.019200000000000002,0.0245,0.0502,0.0292,0.056100000000000004,0.0368,0.039400000000000004,0.0297,0.0284,0.0412,0.0,3,44.18817027777778,332,0.008488964,0.25657073,"{""type"":""MultiPoint"",""coordinates"":[]}"
333_0,0.36,0.027700000000000002,0.027800000000000002,0.019200000000000002,0.0245,0.0502,0.0292,0.056100000000000004,0.0368,0.039400000000000004,0.0297,0.0284,0.0412,0.0,3,53.054836944444446,333,0.008488964,0.25657073,"{""type"":""MultiPoint"",""coordinates"":[]}"
334_0,0.438,0.2001,0.29150000000000004,0.23870000000000002,0.17980000000000002,0.21730000000000002,0.2248,0.2756,0.32180000000000003,0.3482,0.2918,0.3519,0.41700000000000004,0.63,8,2.8623169444444443,334,0.12969415,-0.14633667,"{""type"":""MultiPoint"",""coordinates"":[]}"
335_0,0.438,0.2894,0.29510000000000003,0.24020000000000002,0.2384,0.2681,0.2666,0.3141,0.34790000000000004,0.3694,0.2959,0.3664,0.4111,0.63,8,6.603548333333333,335,0.05208889,-0.04929078,"{""type"":""MultiPoint"",""coordinates"":[]}"
336_0,0.228,0.042,0.057100000000000005,0.044500000000000005,0.0427,0.059500000000000004,0.0472,0.0648,0.048100000000000004,0.0495,0.0478,0.0459,0.0653,0.0,7,20.437799166666668,336,0.0063157897,0.109040074,"{""type"":""MultiPoint"",""coordinates"":[]}"
337_0,0.228,0.042,0.057100000000000005,0.044500000000000005,0.0427,0.059500000000000004,0.0472,0.0648,0.048100000000000004,0.0495,0.0478,0.0459,0.0653,0.0,7,30.487799166666665,337,0.0063157897,0.109040074,"{""type"":""MultiPoint"",""coordinates"":[]}"
338_0,0.5700000000000001,0.1149,0.10940000000000001,0.0838,0.1452,0.164,0.1346,0.1719,0.1637,0.17070000000000002,0.1701,0.1642,0.37560000000000004,0.1,10,3.4457680555555554,338,0.116508044,-0.018258007,"{""type"":""MultiPoint"",""coordinates"":[]}"
339_0,0.5700000000000001,0.0874,0.0779,0.0689,0.111,0.1115,0.07640000000000001,0.10450000000000001,0.0811,0.08080000000000001,0.0848,0.07490000000000001,0.30770000000000003,0.1,10,6.486765833333333,339,0.052109182,0.1360163,"{""type"":""MultiPoint"",""coordinates"":[]}"
340_0,0.504,0.06860000000000001,0.0683,0.0475,0.0637,0.0821,0.0632,0.0925,0.0777,0.0799,0.06380000000000001,0.0695,0.062,0.0,5,28.196286666666666,340,0.0047244094,0.12542838,"{""type"":""MultiPoint"",""coordinates"":[]}"
341_0,0.504,0.06860000000000001,0.0683,0.0475,0.0637,0.0821,0.0632,0.0925,0.0777,0.0799,0.06380000000000001,0.0695,0.062,0.0,5,17.82962,341,0.0047244094,0.12542838,"{""type"":""MultiPoint"",""coordinates"":[]}"
342_0,0.114,0.026600000000000002,0.033,0.025500000000000002,0.026000000000000002,0.0375,0.0196,0.0502,0.035500000000000004,0.044500000000000005,0.028900000000000002,0.037000000000000005,0.0591,0.0,6,52.028485277777776,342,0.19175258,0.12951808,"{""type"":""MultiPoint"",""coordinates"":[]}"
343_0,0.114,0.026600000000000002,0.033,0.025500000000000002,0.026000000000000002,0.0375,0.0196,0.0502,0.035500000000000004,0.044500000000000005,0.028900000000000002,0.037000000000000005,0.0591,0.0,6,41.778485277777776,343,0.19175258,0.12951808,"{""type"":""MultiPoint"",""coordinates"":[]}"
344_0,0.20400000000000001,0.0415,0.0198,0.014400000000000001,0.0431,0.0703,0.0531,0.07060000000000001,0.031,0.033,0.0236,0.0223,0.1288,0.0,6,21.00346111111111,344,-0.3846154,0.49733758,"{""type"":""MultiPoint"",""coordinates"":[]}"
345_0,0.20400000000000001,0.0944,0.028,0.0162,0.0966,0.1073,0.07730000000000001,0.09820000000000001,0.0942,0.099,0.08310000000000001,0.081,0.08560000000000001,0.0,6,44.27161861111111,345,0.0361596,0.12710084,"{""type"":""MultiPoint"",""coordinates"":[]}"
346_0,0.20400000000000001,0.0944,0.028,0.0162,0.0966,0.1073,0.07730000000000001,0.09820000000000001,0.0942,0.099,0.08310000000000001,0.081,0.08560000000000001,0.0,6,54.421618611111114,346,0.0361596,0.12710084,"{""type"":""MultiPoint"",""coordinates"":[]}"
347_0,0.20400000000000001,0.12490000000000001,0.040600000000000004,0.0229,0.1258,0.1405,0.1043,0.1366,0.13390000000000002,0.1428,0.1288,0.1197,0.1213,0.07,7,27.410678611111113,347,0.1051051,0.04344597,"{""type"":""MultiPoint"",""coordinates"":[]}"
348_0,0.20400000000000001,0.12490000000000001,0.040600000000000004,0.0229,0.1258,0.1405,0.1043,0.1366,0.13390000000000002,0.1428,0.1288,0.1197,0.1213,0.07,7,18.027345277777776,348,0.1051051,0.04344597,"{""type"":""MultiPoint"",""coordinates"":[]}"
349_0,0.20400000000000001,0.0536,0.0178,0.0098,0.046200000000000005,0.0758,0.0413,0.0936,0.0664,0.0635,0.0557,0.043300000000000005,0.07930000000000001,0.0,6,51.99595222222222,349,0.14845361,0.15285172,"{""type"":""MultiPoint"",""coordinates"":[]}"
350_0,0.20400000000000001,0.0536,0.0178,0.0098,0.046200000000000005,0.0758,0.0413,0.0936,0.0664,0.0635,0.0557,0.043300000000000005,0.07930000000000001,0.0,6,41.479285555555556,350,0.14845361,0.15285172,"{""type"":""MultiPoint"",""coordinates"":[]}"
351_0,0.20400000000000001,0.09090000000000001,0.034800000000000005,0.0182,0.0888,0.0969,0.0653,0.099,0.1119,0.1233,0.1085,0.10350000000000001,0.1416,0.0,2,51.9941625,351,0.24856156,-0.05647517,"{""type"":""MultiPoint"",""coordinates"":[]}"
352_0,0.20400000000000001,0.09090000000000001,0.034800000000000005,0.0182,0.0888,0.0969,0.0653,0.099,0.1119,0.1233,0.1085,0.10350000000000001,0.1416,0.0,2,40.82749583333333,352,0.24856156,-0.05647517,"{""type"":""MultiPoint"",""coordinates"":[]}"
353_0,0.336,0.1661,0.09280000000000001,0.062,0.14880000000000002,0.13970000000000002,0.11610000000000001,0.1374,0.15510000000000002,0.1769,0.1595,0.16570000000000001,0.18480000000000002,0.11,8,44.92201305555555,353,0.1574746,-0.066176474,"{""type"":""MultiPoint"",""coordinates"":[]}"
354_0,0.336,0.1661,0.09280000000000001,0.062,0.14880000000000002,0.13970000000000002,0.11610000000000001,0.1374,0.15510000000000002,0.1769,0.1595,0.16570000000000001,0.18480000000000002,0.11,8,54.838679722222224,354,0.1574746,-0.066176474,"{""type"":""MultiPoint"",""coordinates"":[]}"
355_0,0.51,0.17470000000000002,0.0531,0.0403,0.1516,0.1461,0.1105,0.1393,0.14700000000000002,0.15610000000000002,0.1405,0.1283,0.21080000000000002,0.13,10,19.92033361111111,355,0.119521916,0.019539427,"{""type"":""MultiPoint"",""coordinates"":[]}"
356_0,0.51,0.17470000000000002,0.0531,0.0403,0.1516,0.1461,0.1105,0.1393,0.14700000000000002,0.15610000000000002,0.1405,0.1283,0.21080000000000002,0.13,10,30.17033361111111,356,0.119521916,0.019539427,"{""type"":""MultiPoint"",""coordinates"":[]}"
357_0,0.12,0.0597,0.0471,0.0385,0.0522,0.0694,0.046900000000000004,0.0839,0.085,0.09730000000000001,0.0799,0.08370000000000001,0.1632,0.0,10,3.261209722222222,357,0.26025236,-0.0703282,"{""type"":""MultiPoint"",""coordinates"":[]}"
358_0,0.28800000000000003,0.0373,0.041600000000000005,0.0361,0.030500000000000003,0.052500000000000005,0.0323,0.06960000000000001,0.058100000000000006,0.06770000000000001,0.051300000000000005,0.0555,0.1395,0.0,7,6.671318055555555,358,0.22727273,0.011560693,"{""type"":""MultiPoint"",""coordinates"":[]}"
359_0,0.41400000000000003,0.036500000000000005,0.025,0.018600000000000002,0.028300000000000002,0.0471,0.0328,0.0601,0.0363,0.0385,0.0341,0.026600000000000002,0.07490000000000001,0.0,7,3.7965827777777776,359,0.019431988,0.16009852,"{""type"":""MultiPoint"",""coordinates"":[]}"
360_0,0.6,0.0,0.0137,0.0135,0.0,0.0154,0.0034000000000000002,0.031,0.0,0.0,0.0,0.0,0.037000000000000005,0.0,7,6.1859475,360,-1.0,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
361_0,0.642,0.024,0.044500000000000005,0.0375,0.0263,0.0517,0.0379,0.06670000000000001,0.0407,0.0405,0.0324,0.0287,0.1024,0.0,7,27.8291975,361,-0.07823613,0.2294887,"{""type"":""MultiPoint"",""coordinates"":[]}"
362_0,0.642,0.024,0.044500000000000005,0.0375,0.0263,0.0517,0.0379,0.06670000000000001,0.0407,0.0405,0.0324,0.0287,0.1024,0.0,7,17.3291975,362,-0.07823613,0.2294887,"{""type"":""MultiPoint"",""coordinates"":[]}"
363_0,0.594,0.023700000000000002,0.0453,0.0359,0.036000000000000004,0.0506,0.0328,0.065,0.040100000000000004,0.0409,0.0303,0.0238,0.10540000000000001,0.0,7,52.86085583333333,363,-0.03961965,0.25092706,"{""type"":""MultiPoint"",""coordinates"":[]}"
364_0,0.594,0.023700000000000002,0.0453,0.0359,0.036000000000000004,0.0506,0.0328,0.065,0.040100000000000004,0.0409,0.0303,0.0238,0.10540000000000001,0.0,7,41.660855833333336,364,-0.03961965,0.25092706,"{""type"":""MultiPoint"",""coordinates"":[]}"
365_0,0.786,0.020800000000000003,0.061200000000000004,0.0436,0.0223,0.0422,0.035500000000000004,0.053500000000000006,0.0361,0.0383,0.027700000000000002,0.0367,0.0522,0.0,5,28.163479722222224,365,-0.12341772,0.2074392,"{""type"":""MultiPoint"",""coordinates"":[]}"
366_0,0.786,0.020800000000000003,0.061200000000000004,0.0436,0.0223,0.0422,0.035500000000000004,0.053500000000000006,0.0361,0.0383,0.027700000000000002,0.0367,0.0522,0.0,5,17.913479722222224,366,-0.12341772,0.2074392,"{""type"":""MultiPoint"",""coordinates"":[]}"
367_0,0.5700000000000001,0.9420000000000001,0.2278,0.19410000000000002,0.4824,0.4551,0.4194,0.5721,0.5957,0.6038,0.46180000000000004,0.5676,0.3257,1.0,9,54.247504722222224,367,0.048116203,-0.007307231,"{""type"":""MultiPoint"",""coordinates"":[]}"
368_0,0.5700000000000001,0.9420000000000001,0.2278,0.19410000000000002,0.4824,0.4551,0.4194,0.5721,0.5957,0.6038,0.46180000000000004,0.5676,0.3257,1.0,9,51.91417138888889,368,0.048116203,-0.007307231,"{""type"":""MultiPoint"",""coordinates"":[]}"
369_0,0.804,0.7572,0.24710000000000001,0.2101,0.5906,0.5224,0.4123,0.48000000000000004,0.4964,0.4939,0.4692,0.47890000000000005,2.2228,0.65,8,51.99603861111111,369,0.064549066,0.053650666,"{""type"":""MultiPoint"",""coordinates"":[]}"
370_0,0.804,0.7572,0.24710000000000001,0.2101,0.5906,0.5224,0.4123,0.48000000000000004,0.4964,0.4939,0.4692,0.47890000000000005,2.2228,0.65,8,41.49603861111111,370,0.064549066,0.053650666,"{""type"":""MultiPoint"",""coordinates"":[]}"
371_0,0.468,0.8496,0.2682,0.2195,0.9098,0.9171,0.914,0.8124,0.8277,0.8469,0.9445,0.8625,0.376,0.9500000000000001,9,27.331788055555556,371,0.016411085,-0.014718521,"{""type"":""MultiPoint"",""coordinates"":[]}"
372_0,0.468,0.8496,0.2682,0.2195,0.9098,0.9171,0.914,0.8124,0.8277,0.8469,0.9445,0.8625,0.376,0.9500000000000001,9,17.331788055555556,372,0.016411085,-0.014718521,"{""type"":""MultiPoint"",""coordinates"":[]}"
373_0,0.234,0.2006,0.2054,0.2106,0.15280000000000002,0.18100000000000002,0.166,0.2097,0.24500000000000002,0.26830000000000004,0.2444,0.2831,1.1726,0.65,8,3.3322455555555557,373,0.19103314,-0.1490362,"{""type"":""MultiPoint"",""coordinates"":[]}"
374_0,0.234,0.201,0.1965,0.20470000000000002,0.1505,0.1711,0.1552,0.1927,0.21230000000000002,0.2323,0.21130000000000002,0.2484,1.1115000000000002,0.65,8,6.416954166666667,374,0.15306957,-0.105125524,"{""type"":""MultiPoint"",""coordinates"":[]}"
375_0,0.486,0.0801,0.0625,0.045200000000000004,0.09680000000000001,0.1194,0.08800000000000001,0.1236,0.1092,0.1247,0.10600000000000001,0.1068,0.1365,0.0,5,51.828940277777775,375,0.0927835,0.059449866,"{""type"":""MultiPoint"",""coordinates"":[]}"
376_0,0.486,0.0801,0.0625,0.045200000000000004,0.09680000000000001,0.1194,0.08800000000000001,0.1236,0.1092,0.1247,0.10600000000000001,0.1068,0.1365,0.0,5,41.66227361111111,376,0.0927835,0.059449866,"{""type"":""MultiPoint"",""coordinates"":[]}"
377_0,0.198,0.6061000000000001,0.1757,0.1816,0.6197,0.6117,0.6039,0.5740000000000001,0.5866,0.6082000000000001,0.6483,0.604,0.3644,0.88,9,3.8293369444444445,377,0.035457596,-0.02904762,"{""type"":""MultiPoint"",""coordinates"":[]}"
378_0,0.198,0.5986,0.1731,0.17900000000000002,0.5858,0.5765,0.5732,0.5656,0.5782,0.5999,0.6195,0.5962000000000001,0.36150000000000004,0.88,9,5.919856944444445,378,0.038819484,-0.03595318,"{""type"":""MultiPoint"",""coordinates"":[]}"
379_0,0.138,0.0449,0.0297,0.0201,0.0489,0.0722,0.0437,0.0668,0.036000000000000004,0.0422,0.0356,0.029,0.1014,0.0,7,44.16985972222222,379,-0.10214376,0.33951762,"{""type"":""MultiPoint"",""coordinates"":[]}"
380_0,0.138,0.0449,0.0297,0.0201,0.0489,0.0722,0.0437,0.0668,0.036000000000000004,0.0422,0.0356,0.029,0.1014,0.0,7,54.503193055555556,380,-0.10214376,0.33951762,"{""type"":""MultiPoint"",""coordinates"":[]}"
381_0,0.18,0.0626,0.031200000000000002,0.0206,0.0572,0.0805,0.0507,0.079,0.0553,0.0582,0.0471,0.042800000000000005,0.1363,0.0,7,28.41363888888889,381,-0.036809817,0.2617555,"{""type"":""MultiPoint"",""coordinates"":[]}"
382_0,0.18,0.0626,0.031200000000000002,0.0206,0.0572,0.0805,0.0507,0.079,0.0553,0.0582,0.0471,0.042800000000000005,0.1363,0.0,7,17.41363888888889,382,-0.036809817,0.2617555,"{""type"":""MultiPoint"",""coordinates"":[]}"
383_0,0.354,0.08750000000000001,0.0268,0.0178,0.0855,0.09380000000000001,0.060500000000000005,0.0825,0.06380000000000001,0.0711,0.0606,0.0565,0.11900000000000001,0.0,3,27.57858166666667,383,8.2576385E-4,0.2150259,"{""type"":""MultiPoint"",""coordinates"":[]}"
384_0,0.354,0.08750000000000001,0.0268,0.0178,0.0855,0.09380000000000001,0.060500000000000005,0.0825,0.06380000000000001,0.0711,0.0606,0.0565,0.11900000000000001,0.0,3,17.645248333333335,384,8.2576385E-4,0.2150259,"{""type"":""MultiPoint"",""coordinates"":[]}"
385_0,0.618,0.6305000000000001,0.1829,0.1491,0.5115000000000001,0.4495,0.3795,0.41050000000000003,0.39830000000000004,0.39080000000000004,0.3774,0.35550000000000004,0.8957,0.65,8,27.57875611111111,385,-0.002774475,0.08719313,"{""type"":""MultiPoint"",""coordinates"":[]}"
386_0,0.546,1.9082000000000001,0.7331000000000001,0.5421,1.6003,1.3644,1.1864000000000001,1.4234,1.3187,1.2728000000000002,1.1181,1.1231,1.6252,1.0,9,27.07861972222222,386,-0.029637665,0.0992145,"{""type"":""MultiPoint"",""coordinates"":[]}"
387_0,0.546,1.9082000000000001,0.7331000000000001,0.5421,1.6003,1.3644,1.1864000000000001,1.4234,1.3187,1.2728000000000002,1.1181,1.1231,1.6252,1.0,9,26.99528638888889,387,-0.029637665,0.0992145,"{""type"":""MultiPoint"",""coordinates"":[]}"
388_0,0.47400000000000003,0.16040000000000001,0.0784,0.0455,0.1255,0.1351,0.1012,0.1287,0.1067,0.1092,0.1174,0.0974,0.1279,0.1,8,20.686973333333334,388,0.07410796,0.07009901,"{""type"":""MultiPoint"",""coordinates"":[]}"
389_0,0.5700000000000001,0.9556,0.7040000000000001,0.5541,1.0494,0.9845,0.9158000000000001,0.9573,0.887,0.8457,0.9456,0.8448,1.5001,1.0,9,44.419204444444446,389,0.016009456,0.020154396,"{""type"":""MultiPoint"",""coordinates"":[]}"
390_0,0.5700000000000001,0.9556,0.7040000000000001,0.5541,1.0494,0.9845,0.9158000000000001,0.9573,0.887,0.8457,0.9456,0.8448,1.5001,1.0,9,45.169204444444446,390,0.016009456,0.020154396,"{""type"":""MultiPoint"",""coordinates"":[]}"
