system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,MSK_CLDPRB,SCL,WVP,hours_from_measurement,ndvi,ndwi,sample_idx,.geo
4326,0.468,0.0385,0.011300000000000001,0.0066,0.0366,0.056100000000000004,0.0341,0.0654,0.0408,0.0396,0.0304,0.0263,0.0126,0.0,6,2.81,53.414029722222224,-0.05736434108527129,0.2971098265895954,7840,"{""type"":""MultiPoint"",""coordinates"":[]}"
4327,0.138,0.7034,0.22920000000000001,0.19460000000000002,0.6386000000000001,0.6323000000000001,0.6282,0.6503,0.6329,0.6327,0.6329,0.6224000000000001,0.9754,0.65,8,1.348,188.56366,0.0037269050828641964,-4.742333227947628E-4,8107,"{""type"":""MultiPoint"",""coordinates"":[]}"
4328,0.138,0.7034,0.22920000000000001,0.19460000000000002,0.6386000000000001,0.6323000000000001,0.6282,0.6503,0.6329,0.6327,0.6329,0.6224000000000001,0.9754,0.65,8,1.348,197.66366,0.0037269050828641964,-4.742333227947628E-4,8111,"{""type"":""MultiPoint"",""coordinates"":[]}"
4329,0.222,0.2165,0.1269,0.1096,0.2068,0.20850000000000002,0.1854,0.23670000000000002,0.23720000000000002,0.23340000000000002,0.2204,0.21230000000000002,1.3685,0.65,8,5.045,92.1459875,0.08624938393297191,-0.027745395197015604,7170,"{""type"":""MultiPoint"",""coordinates"":[]}"
4330,0.222,0.2165,0.1269,0.1096,0.2068,0.20850000000000002,0.1854,0.23670000000000002,0.23720000000000002,0.23340000000000002,0.2204,0.21230000000000002,1.3685,0.65,8,5.045,101.6959875,0.08624938393297191,-0.027745395197015604,7171,"{""type"":""MultiPoint"",""coordinates"":[]}"
4331,0.222,0.031200000000000002,0.0059,0.004200000000000001,0.0284,0.041800000000000004,0.019700000000000002,0.0473,0.0307,0.0298,0.021400000000000002,0.0162,0.0025,0.0,6,5.022,20.39621361111111,0.0413625304136253,0.3227848101265823,7512,"{""type"":""MultiPoint"",""coordinates"":[]}"
4332,0.222,0.031200000000000002,0.0059,0.004200000000000001,0.0284,0.041800000000000004,0.019700000000000002,0.0473,0.0307,0.0298,0.021400000000000002,0.0162,0.0025,0.0,6,5.022,29.362880277777776,0.0413625304136253,0.3227848101265823,7514,"{""type"":""MultiPoint"",""coordinates"":[]}"
4333,0.196,0.013000000000000001,0.0017000000000000001,0.0016,0.0102,0.022600000000000002,0.0073,0.0332,0.015700000000000002,0.0161,0.008700000000000001,0.0041,0.0,0.0,6,5.38,67.53012361111111,0.08750000000000006,0.4440894568690096,7731,"{""type"":""MultiPoint"",""coordinates"":[]}"
4334,0.33,0.0597,0.014400000000000001,0.009300000000000001,0.0517,0.0575,0.0413,0.06330000000000001,0.0489,0.046900000000000004,0.040400000000000005,0.0363,0.0253,0.0,6,2.092,44.96359638888889,-0.011015911872704993,0.1746680286006128,7981,"{""type"":""MultiPoint"",""coordinates"":[]}"
4335,0.372,0.0718,0.0303,0.0211,0.07250000000000001,0.0849,0.058600000000000006,0.0882,0.0687,0.0659,0.0587,0.0539,0.0801,0.0,6,2.7680000000000002,20.472208055555555,8.525149190110479E-4,0.18245125348189414,8126,"{""type"":""MultiPoint"",""coordinates"":[]}"
4336,0.372,0.0718,0.0303,0.0211,0.07250000000000001,0.0849,0.058600000000000006,0.0882,0.0687,0.0659,0.0587,0.0539,0.0801,0.0,6,2.7680000000000002,28.838874722222222,8.525149190110479E-4,0.18245125348189414,8128,"{""type"":""MultiPoint"",""coordinates"":[]}"
