sample_dt,do_mg_per_L,turbidity_cm,ph,ammonia_mg_per_L,pond_id,do_in_range,ph_in_range,ammonia_in_range,turbidity_in_range,morning,time_of_day,ds
2023-04-15 17:19:00+05:30,8.5,,8.2,,NL-SHB1,within,within,,,False,evening,train
2023-05-16 07:09:00+05:30,3.7,37.0,7.9,0.11,NL-SHB1,within,within,within,within,True,morning,train
2023-05-16 17:28:00+05:30,10.8,,8.2,,NL-SHB1,within,within,,,False,evening,train
2023-06-14 06:34:00+05:30,3.4,34.0,7.8,0.11,NL-SHB1,within,within,within,within,True,morning,train
2023-06-14 16:53:00+05:30,9.5,,8.1,,NL-SHB1,within,within,,,False,evening,train
2024-02-23 07:28:00+05:30,3.9,34.0,7.98,0.0,NL-SHB1,within,within,within,within,True,morning,train
2024-02-23 16:29:00+05:30,9.8,34.0,8.25,0.0,NL-SHB1,within,within,within,within,False,evening,train
2024-03-23 06:52:00+05:30,4.4,34.0,7.88,0.0,NL-SHB1,within,within,within,within,True,morning,train
2024-03-23 16:35:00+05:30,11.2,34.0,8.19,0.0,NL-SHB1,within,within,within,within,False,evening,train
2024-04-17 07:08:00+05:30,3.4,30.0,8.1,0.0,NL-SHB1,within,within,within,within,True,morning,train
2024-04-17 17:14:00+05:30,9.8,30.0,8.32,0.0,NL-SHB1,within,within,within,within,False,evening,train
2024-05-21 06:38:00+05:30,3.7,31.0,8.08,0.0,NL-SHB1,within,within,within,within,True,morning,train
2024-05-21 16:52:00+05:30,9.5,31.0,8.29,0.0,NL-SHB1,within,within,within,within,False,evening,train
2021-10-23 06:18:00+05:30,4.5,40.0,7.76,0.0,NL-SKR1,within,within,within,within,True,morning,train
2021-11-12 06:10:00+05:30,1.6,36.0,8.0,0.0,NL-SKR1,below,within,within,within,True,morning,train
2021-11-12 16:43:00+05:30,7.5,,7.82,,NL-SKR1,below,within,,,False,evening,train
2021-11-26 07:25:00+05:30,2.3,31.0,7.58,,NL-SKR1,below,within,,within,True,morning,train
2021-11-26 17:03:00+05:30,9.7,31.0,7.97,,NL-SKR1,within,within,,within,False,evening,train
2021-12-06 06:54:00+05:30,2.05,29.0,7.85,0.0,NL-SKR1,below,within,within,within,True,morning,train
2021-12-06 16:55:00+05:30,9.2,29.0,8.23,,NL-SKR1,within,within,,within,False,evening,train
2021-12-21 06:40:00+05:30,3.3,41.0,8.41,0.0,NL-SKR1,within,within,within,within,True,morning,train
2021-12-21 17:10:00+05:30,8.4,,8.36,,NL-SKR1,within,within,,,False,evening,train
2022-01-04 06:40:00+05:30,3.4,36.0,7.53,,NL-SKR1,within,within,,within,True,morning,train
2022-01-04 16:35:00+05:30,10.45,36.0,8.05,,NL-SKR1,within,within,,within,False,evening,train
2022-01-19 06:40:00+05:30,4.65,33.0,8.13,0.0,NL-SKR1,within,within,within,within,True,morning,train
2022-01-19 16:40:00+05:30,16.95,33.0,8.64,,NL-SKR1,above,above,,within,False,evening,train
2022-02-02 06:35:00+05:30,3.25,42.0,8.08,0.0,NL-SKR1,within,within,within,within,True,morning,train
2022-02-02 17:05:00+05:30,10.16,42.0,8.36,,NL-SKR1,within,within,,within,False,evening,train
2022-02-17 06:50:00+05:30,4.2,39.0,7.63,0.0,NL-SKR1,within,within,within,within,True,morning,train
2022-02-17 17:01:00+05:30,8.5,39.0,7.96,,NL-SKR1,within,within,,within,False,evening,train
2022-03-07 06:55:00+05:30,4.7,31.0,8.22,0.0,NL-SKR1,within,within,within,within,True,morning,train
2022-03-07 16:55:00+05:30,11.65,31.0,8.25,,NL-SKR1,within,within,,within,False,evening,train
2022-03-22 06:30:00+05:30,3.45,24.0,7.65,0.02,NL-SKR1,within,within,within,within,True,morning,train
2022-03-22 17:15:00+05:30,11.45,24.0,8.34,,NL-SKR1,within,within,,within,False,evening,train
2022-04-06 06:45:00+05:30,4.1,22.0,7.69,0.0,NL-SKR1,within,within,within,within,True,morning,train
2022-04-06 16:55:00+05:30,8.75,22.0,8.0,,NL-SKR1,within,within,,within,False,evening,train
2022-08-05 06:30:00+05:30,4.7,40.0,7.97,0.0,NL-SKR1,within,within,within,within,True,morning,train
2022-08-05 16:30:00+05:30,10.4,40.0,8.21,0.0,NL-SKR1,within,within,within,within,False,evening,train
2022-08-16 07:40:00+05:30,4.3,39.0,7.85,0.0,NL-SKR1,within,within,within,within,True,morning,train
2022-08-16 17:30:00+05:30,9.8,39.0,8.19,0.0,NL-SKR1,within,within,within,within,False,evening,train
2022-08-30 06:10:00+05:30,4.85,38.0,7.46,0.0,NL-SKR1,within,within,within,within,True,morning,train
2022-08-30 16:30:00+05:30,9.6,38.0,7.88,0.0,NL-SKR1,within,within,within,within,False,evening,train
2022-09-16 07:20:00+05:30,3.7,34.0,7.44,0.0,NL-SKR1,within,within,within,within,True,morning,train
2022-09-16 17:25:00+05:30,8.65,34.0,7.76,0.0,NL-SKR1,within,within,within,within,False,evening,train
2022-10-08 06:10:00+05:30,3.9,37.0,7.25,0.0,NL-SKR1,within,within,within,within,True,morning,train
2022-10-08 16:10:00+05:30,8.75,37.0,8.0,0.0,NL-SKR1,within,within,within,within,False,evening,train
2022-11-17 07:25:00+05:30,4.6,,8.2,0.25,NL-SKR1,within,within,within,,True,morning,train
2022-12-02 07:32:00+05:30,3.8,,7.63,0.0,NL-SKR1,within,within,within,,True,morning,train
2022-12-17 06:55:00+05:30,3.6,,8.12,0.12,NL-SKR1,within,within,within,,True,morning,train
2023-01-02 06:55:00+05:30,4.0,,7.65,0.09,NL-SKR1,within,within,within,,True,morning,train
2023-01-24 07:38:00+05:30,4.6,38.0,7.6,0.02,NL-SKR1,within,within,within,within,True,morning,train
2023-01-24 16:57:00+05:30,9.0,,8.2,,NL-SKR1,within,within,,,False,evening,train
2023-02-21 06:12:00+05:30,4.6,34.0,7.6,0.07,NL-SKR1,within,within,within,within,True,morning,train
2023-02-21 15:32:00+05:30,9.6,,8.1,,NL-SKR1,within,within,,,False,evening,train
2023-03-20 07:58:00+05:30,3.6,33.0,7.6,0.21,NL-SKR1,within,within,within,within,True,morning,train
2023-03-20 16:05:00+05:30,9.3,,8.3,,NL-SKR1,within,within,,,False,evening,train
2023-04-20 06:10:00+05:30,4.5,41.0,8.1,0.11,NL-SKR1,within,within,within,within,True,morning,train
2023-04-20 16:36:00+05:30,10.3,,8.3,,NL-SKR1,within,within,,,False,evening,train
2023-06-20 07:39:00+05:30,3.9,41.0,7.9,0.0,NL-SKR1,within,within,within,within,True,morning,train
2023-06-20 16:41:00+05:30,8.7,,8.0,,NL-SKR1,within,within,,,False,evening,train
2023-07-28 06:03:00+05:30,7.2,36.0,8.5,0.08,NL-SKR1,above,within,within,within,True,morning,train
2023-07-28 17:05:00+05:30,13.4,,8.6,,NL-SKR1,above,above,,,False,evening,train
2023-08-22 06:15:00+05:30,3.3,35.0,8.0,0.12,NL-SKR1,within,within,within,within,True,morning,train
2023-08-22 16:43:00+05:30,9.3,,8.1,,NL-SKR1,within,within,,,False,evening,train
2023-09-21 06:28:00+05:30,4.3,33.0,8.2,0.09,NL-SKR1,within,within,within,within,True,morning,train
2023-09-21 16:38:00+05:30,11.4,,8.4,,NL-SKR1,within,within,,,False,evening,train
2023-10-21 06:12:00+05:30,3.3,33.0,8.16,0.04,NL-SKR1,within,within,within,within,True,morning,train
2023-10-21 16:20:00+05:30,9.3,,8.32,,NL-SKR1,within,within,,,False,evening,train
2023-11-29 06:27:00+05:30,3.3,26.0,8.41,0.01,NL-SKR1,within,within,within,within,True,morning,train
2023-11-29 16:41:00+05:30,8.4,,8.58,,NL-SKR1,within,above,,,False,evening,train
2023-12-22 06:38:00+05:30,3.4,31.0,8.19,0.06,NL-SKR1,within,within,within,within,True,morning,train
2023-12-22 15:40:00+05:30,9.2,31.0,8.39,0.06,NL-SKR1,within,within,within,within,False,evening,train
2024-01-25 06:43:00+05:30,4.1,30.0,8.02,0.11,NL-SKR1,within,within,within,within,True,morning,train
2024-01-25 15:43:00+05:30,10.3,30.0,8.28,0.11,NL-SKR1,within,within,within,within,False,evening,train
2024-02-24 06:31:00+05:30,3.8,29.0,8.06,0.14,NL-SKR1,within,within,within,within,True,morning,train
2024-02-24 15:46:00+05:30,9.8,29.0,8.35,0.14,NL-SKR1,within,within,within,within,False,evening,train
2024-03-25 06:15:00+05:30,3.3,31.0,8.23,0.09,NL-SKR1,within,within,within,within,True,morning,train
2024-03-25 16:36:00+05:30,8.6,31.0,8.43,0.09,NL-SKR1,within,within,within,within,False,evening,train
2024-04-23 06:05:00+05:30,3.5,28.0,8.53,0.13,NL-SKR1,within,above,within,within,True,morning,train
2024-04-23 16:33:00+05:30,9.3,28.0,8.72,0.13,NL-SKR1,within,above,within,within,False,evening,train
2024-05-23 06:10:00+05:30,3.3,26.0,8.23,0.1,NL-SKR1,within,within,within,within,True,morning,train
2024-05-23 16:44:00+05:30,9.1,26.0,8.43,0.1,NL-SKR1,within,within,within,within,False,evening,train
2023-10-07 07:43:00+05:30,3.5,33.0,8.13,0.1,NL-SMS1,within,within,within,within,True,morning,train
2023-10-07 17:19:00+05:30,8.9,,8.37,,NL-SMS1,within,within,,,False,evening,train
2023-11-15 07:15:00+05:30,3.5,32.0,8.12,0.12,NL-SMS1,within,within,within,within,True,morning,train
2023-11-15 16:59:00+05:30,8.4,,8.42,,NL-SMS1,within,within,,,False,evening,train
2023-12-10 07:20:00+05:30,3.5,31.0,7.97,0.09,NL-SMS1,within,within,within,within,True,morning,train
2023-12-10 15:53:00+05:30,9.4,21.0,8.21,0.09,NL-SMS1,within,within,within,within,False,evening,train
2024-01-05 07:14:00+05:30,3.2,33.0,8.12,0.14,NL-SMS1,within,within,within,within,True,morning,train
2024-01-05 17:19:00+05:30,8.6,33.0,8.32,0.14,NL-SMS1,within,within,within,within,False,evening,train
2021-08-26 06:15:00+05:30,3.1,38.5,8.34,0.0,NL-SRI1,within,within,within,within,True,morning,train
2021-08-26 16:15:00+05:30,8.6,,8.65,,NL-SRI1,within,above,,,False,evening,train
2021-09-08 07:15:00+05:30,1.5,78.0,7.92,,NL-SRI1,below,within,,above,True,morning,train
2021-09-24 06:30:00+05:30,4.2,27.0,8.12,,NL-SRI1,within,within,,within,True,morning,train
2021-09-24 17:30:00+05:30,10.3,28.0,8.42,,NL-SRI1,within,within,,within,False,evening,train
2021-10-08 06:16:00+05:30,2.0,89.0,7.32,,NL-SRI1,below,within,,above,True,morning,train
2021-10-08 17:04:00+05:30,5.7,,8.04,,NL-SRI1,below,within,,,False,evening,train
2021-10-25 07:03:00+05:30,2.3,89.0,8.19,0.0,NL-SRI1,below,within,within,above,True,morning,train
2021-10-25 16:34:00+05:30,6.9,,8.37,,NL-SRI1,below,within,,,False,evening,train
2021-11-09 06:45:00+05:30,,31.3,,,NL-SRI1,,,,within,True,morning,train
2021-11-13 07:23:00+05:30,2.6,85.0,8.18,0.0,NL-SRI1,below,within,within,above,True,morning,train
2021-11-13 17:39:00+05:30,7.8,,8.47,,NL-SRI1,below,within,,,False,evening,train
2021-11-27 07:06:00+05:30,1.5,85.0,8.33,,NL-SRI1,below,within,,above,True,morning,train
2021-11-27 17:13:00+05:30,6.05,85.0,8.23,,NL-SRI1,below,within,,above,False,evening,train
2021-12-09 08:00:00+05:30,3.15,76.0,8.09,,NL-SRI1,within,within,,above,True,morning,train
2021-12-09 16:50:00+05:30,6.55,76.0,7.27,,NL-SRI1,below,within,,above,False,evening,train
2021-12-28 07:15:00+05:30,2.1,59.0,7.53,,NL-SRI1,below,within,,above,True,morning,train
2021-12-28 16:55:00+05:30,5.8,59.0,7.95,,NL-SRI1,below,within,,above,False,evening,train
2022-01-07 17:38:00+05:30,8.45,40.0,8.09,,NL-SRI1,within,within,,within,False,evening,train
2022-01-10 06:57:00+05:30,3.15,62.0,7.9,,NL-SRI1,within,within,,above,True,morning,train
2022-01-10 16:45:00+05:30,8.15,62.0,8.08,,NL-SRI1,within,within,,above,False,evening,train
2022-01-26 07:30:00+05:30,3.5,38.0,7.75,0.0,NL-SRI1,within,within,within,within,True,morning,train
2022-01-26 17:35:00+05:30,11.55,38.0,7.81,,NL-SRI1,within,within,,within,False,evening,train
2022-02-09 07:25:00+05:30,3.7,70.0,7.56,0.0,NL-SRI1,within,within,within,above,True,morning,train
2022-02-09 17:20:00+05:30,9.8,70.0,8.36,,NL-SRI1,within,within,,above,False,evening,train
2022-02-25 07:29:00+05:30,3.75,57.0,7.88,0.0,NL-SRI1,within,within,within,above,True,morning,train
2022-02-25 17:29:00+05:30,8.75,57.0,8.04,,NL-SRI1,within,within,,above,False,evening,train
2022-03-14 07:30:00+05:30,3.75,65.0,6.89,0.0,NL-SRI1,within,within,within,above,True,morning,train
2022-03-14 17:30:00+05:30,8.3,64.0,7.86,,NL-SRI1,within,within,,above,False,evening,train
2022-03-31 07:25:00+05:30,3.45,43.0,7.63,0.01,NL-SRI1,within,within,within,within,True,morning,train
2022-03-31 17:20:00+05:30,8.65,43.0,8.0,,NL-SRI1,within,within,,within,False,evening,train
2022-04-14 07:30:00+05:30,4.25,48.0,7.8,0.0,NL-SRI1,within,within,within,within,True,morning,train
2022-04-14 17:35:00+05:30,8.3,48.0,8.16,0.0,NL-SRI1,within,within,within,within,False,evening,train
2022-04-30 07:20:00+05:30,3.85,42.0,8.26,,NL-SRI1,within,within,,within,True,morning,train
2022-04-30 17:20:00+05:30,7.45,42.0,8.51,,NL-SRI1,below,above,,within,False,evening,train
2022-05-21 07:30:00+05:30,3.85,48.0,7.96,0.0,NL-SRI1,within,within,within,within,True,morning,train
2022-05-21 17:35:00+05:30,10.65,48.0,8.36,0.0,NL-SRI1,within,within,within,within,False,evening,train
2022-06-04 07:30:00+05:30,3.5,42.0,7.83,0.0,NL-SRI1,within,within,within,within,True,morning,train
2022-06-04 16:30:00+05:30,8.95,42.0,8.25,0.0,NL-SRI1,within,within,within,within,False,evening,train
2022-06-20 07:25:00+05:30,3.85,43.0,7.86,0.0,NL-SRI1,within,within,within,within,True,morning,train
2022-06-20 17:30:00+05:30,8.6,43.0,8.21,0.0,NL-SRI1,within,within,within,within,False,evening,train
2022-07-05 07:30:00+05:30,3.65,41.0,7.94,0.0,NL-SRI1,within,within,within,within,True,morning,train
2022-07-05 17:15:00+05:30,9.6,41.0,8.27,0.0,NL-SRI1,within,within,within,within,False,evening,train
2022-07-30 07:27:00+05:30,3.55,38.0,7.81,0.0,NL-SRI1,within,within,within,within,True,morning,train
2022-07-30 16:50:00+05:30,8.8,38.0,8.2,0.0,NL-SRI1,within,within,within,within,False,evening,train
2022-08-08 07:30:00+05:30,4.25,28.0,7.7,0.09,NL-SRI1,within,within,within,within,True,morning,train
2022-08-08 17:55:00+05:30,10.65,37.0,8.0,0.09,NL-SRI1,within,within,within,within,False,evening,train
2022-08-24 07:10:00+05:30,4.05,35.0,7.46,0.02,NL-SRI1,within,within,within,within,True,morning,train
2022-08-24 17:27:00+05:30,6.55,35.0,7.94,0.02,NL-SRI1,below,within,within,within,False,evening,train
2022-09-12 07:35:00+05:30,4.8,39.0,7.46,0.0,NL-SRI1,within,within,within,within,True,morning,train
2022-09-12 17:20:00+05:30,9.6,39.0,8.05,0.0,NL-SRI1,within,within,within,within,False,evening,train
2022-09-27 07:35:00+05:30,3.4,38.0,7.71,0.47,NL-SRI1,within,within,within,within,True,morning,train
2022-09-27 17:05:00+05:30,8.5,38.0,8.41,0.47,NL-SRI1,within,within,within,within,False,evening,train
2022-10-13 07:45:00+05:30,3.3,28.0,7.41,0.11,NL-SRI1,within,within,within,within,True,morning,train
2022-10-13 17:18:00+05:30,10.9,,8.44,,NL-SRI1,within,within,,,False,evening,train
2023-03-15 06:54:00+05:30,4.8,38.0,7.8,0.0,NL-SRI1,within,within,within,within,True,morning,train
2023-03-15 16:19:00+05:30,11.3,,8.1,,NL-SRI1,within,within,,,False,evening,train
2023-04-14 07:20:00+05:30,4.4,44.0,7.7,0.0,NL-SRI1,within,within,within,within,True,morning,train
2023-04-14 16:59:00+05:30,10.3,,8.1,,NL-SRI1,within,within,,,False,evening,train
2023-05-15 06:53:00+05:30,4.3,36.0,7.6,0.0,NL-SRI1,within,within,within,within,True,morning,train
2023-05-15 17:14:00+05:30,9.6,,7.9,,NL-SRI1,within,within,,,False,evening,train
2023-06-13 06:54:00+05:30,3.9,39.0,8.0,0.03,NL-SRI1,within,within,within,within,True,morning,train
2023-06-13 17:09:00+05:30,8.9,,8.3,,NL-SRI1,within,within,,,False,evening,train
2023-07-18 06:58:00+05:30,3.3,35.0,8.0,0.01,NL-SRI1,within,within,within,within,True,morning,train
2023-07-18 17:05:00+05:30,8.4,,8.2,,NL-SRI1,within,within,,,False,evening,train
2023-08-17 07:43:00+05:30,3.4,38.0,8.0,0.12,NL-SRI1,within,within,within,within,True,morning,train
2023-08-17 17:53:00+05:30,9.4,,8.1,,NL-SRI1,within,within,,,False,evening,train
2023-09-18 06:25:00+05:30,2.5,32.0,7.9,0.09,NL-SRI1,below,within,within,within,True,morning,train
2023-09-18 16:34:00+05:30,7.3,,8.1,,NL-SRI1,below,within,,,False,evening,train
2023-10-18 07:46:00+05:30,3.6,33.0,8.14,0.06,NL-SRI1,within,within,within,within,True,morning,train
2023-10-18 17:43:00+05:30,10.4,,8.37,,NL-SRI1,within,within,,,False,evening,train
2023-11-27 07:35:00+05:30,3.4,30.0,7.96,0.12,NL-SRI1,within,within,within,within,True,morning,train
2023-11-27 16:49:00+05:30,8.7,,8.11,,NL-SRI1,within,within,,,False,evening,train
2023-12-20 07:45:00+05:30,4.6,30.0,8.12,0.1,NL-SRI1,within,within,within,within,True,morning,train
2023-12-20 16:47:00+05:30,10.6,30.0,8.32,0.1,NL-SRI1,within,within,within,within,False,evening,train
2024-01-22 08:08:00+05:30,3.4,32.0,7.86,0.19,NL-SRI1,within,within,within,within,True,morning,train
2024-01-22 16:45:00+05:30,9.4,32.0,8.12,0.19,NL-SRI1,within,within,within,within,False,evening,train
2021-08-20 07:00:00+05:30,1.5,,8.34,,NL-SRZ1,below,within,,,True,morning,train
2021-09-01 07:50:00+05:30,0.7,30.0,8.15,,NL-SRZ1,below,within,,within,True,morning,train
2021-09-01 17:50:00+05:30,4.8,35.0,8.22,,NL-SRZ1,below,within,,within,False,evening,train
2021-11-29 06:45:00+05:30,3.9,28.5,7.89,,NL-SRZ1,within,within,,within,True,morning,train
2022-01-03 06:58:00+05:30,4.45,55.0,7.79,,NL-SRZ1,within,within,,above,True,morning,train
2022-01-03 17:21:00+05:30,8.5,55.0,8.05,,NL-SRZ1,within,within,,above,False,evening,train
2022-01-18 07:20:00+05:30,3.5,41.0,8.21,0.0,NL-SRZ1,within,within,within,within,True,morning,train
2022-01-18 18:10:00+05:30,8.6,21.0,8.39,,NL-SRZ1,within,within,,within,False,evening,train
2022-02-01 07:20:00+05:30,4.25,34.0,8.16,0.0,NL-SRZ1,within,within,within,within,True,morning,train
2022-02-01 17:15:00+05:30,11.0,34.0,8.43,,NL-SRZ1,within,within,,within,False,evening,train
2022-02-15 07:03:00+05:30,3.7,36.0,7.72,0.0,NL-SRZ1,within,within,within,within,True,morning,train
2022-02-15 16:35:00+05:30,9.0,36.0,7.51,,NL-SRZ1,within,within,,within,False,evening,train
2022-03-01 07:18:00+05:30,3.35,30.0,8.06,0.0,NL-SRZ1,within,within,within,within,True,morning,train
2022-03-01 17:10:00+05:30,9.65,30.0,7.94,,NL-SRZ1,within,within,,within,False,evening,train
2022-03-16 06:40:00+05:30,4.25,28.0,7.7,0.0,NL-SRZ1,within,within,within,within,True,morning,train
2022-03-16 16:40:00+05:30,10.1,28.0,7.9,,NL-SRZ1,within,within,,within,False,evening,train
2022-04-04 06:35:00+05:30,3.6,29.0,7.31,0.0,NL-SRZ1,within,within,within,within,True,morning,train
2022-04-04 16:55:00+05:30,10.35,29.0,8.38,,NL-SRZ1,within,within,,within,False,evening,train
2022-04-18 06:15:00+05:30,4.2,26.0,7.92,0.0,NL-SRZ1,within,within,within,within,True,morning,train
2022-04-18 16:55:00+05:30,8.85,26.0,8.25,0.0,NL-SRZ1,within,within,within,within,False,evening,train
2022-05-04 06:15:00+05:30,3.25,27.0,8.36,,NL-SRZ1,within,within,,within,True,morning,train
2022-05-04 16:35:00+05:30,6.0,27.0,8.48,,NL-SRZ1,below,within,,within,False,evening,train
2022-05-23 06:35:00+05:30,4.05,29.0,7.97,0.0,NL-SRZ1,within,within,within,within,True,morning,train
2022-05-23 16:35:00+05:30,9.15,29.0,8.32,0.0,NL-SRZ1,within,within,within,within,False,evening,train
2022-06-07 06:30:00+05:30,3.45,28.0,8.13,0.0,NL-SRZ1,within,within,within,within,True,morning,train
2022-06-07 17:01:00+05:30,10.65,28.0,8.38,0.0,NL-SRZ1,within,within,within,within,False,evening,train
2022-06-22 06:45:00+05:30,1.5,31.0,8.29,0.25,NL-SRZ1,below,within,within,within,True,morning,train
2022-06-22 17:05:00+05:30,6.05,31.0,7.45,0.25,NL-SRZ1,below,within,within,within,False,evening,train
2022-07-08 07:05:00+05:30,1.3,33.0,7.94,0.0,NL-SRZ1,below,within,within,within,True,morning,train
2022-07-08 17:05:00+05:30,6.8,33.0,8.3,0.0,NL-SRZ1,below,within,within,within,False,evening,train
2022-08-02 07:15:00+05:30,3.95,29.0,8.0,0.0,NL-SRZ1,within,within,within,within,True,morning,train
2022-08-02 17:15:00+05:30,10.3,29.0,8.29,0.0,NL-SRZ1,within,within,within,within,False,evening,train
2022-08-13 07:10:00+05:30,3.9,33.0,7.96,0.01,NL-SRZ1,within,within,within,within,True,morning,train
2022-08-13 16:55:00+05:30,10.1,33.0,8.27,0.01,NL-SRZ1,within,within,within,within,False,evening,train
2022-08-26 06:35:00+05:30,3.95,27.0,7.57,0.03,NL-SRZ1,within,within,within,within,True,morning,train
2022-08-26 16:40:00+05:30,11.35,27.0,8.04,0.03,NL-SRZ1,within,within,within,within,False,evening,train
2022-11-10 06:40:00+05:30,4.5,45.0,8.2,0.0,NL-SRZ1,within,within,within,within,True,morning,train
2022-11-16 06:20:00+05:30,4.7,43.0,8.16,0.0,NL-SRZ1,within,within,within,within,True,morning,train
2022-11-16 15:35:00+05:30,9.6,,8.38,,NL-SRZ1,within,within,,,False,evening,train
2022-12-16 06:35:00+05:30,3.6,41.0,8.21,0.02,NL-SRZ1,within,within,within,within,True,morning,train
2022-12-16 16:40:00+05:30,8.9,,8.41,,NL-SRZ1,within,within,,,False,evening,train
2023-01-19 07:38:00+05:30,4.3,38.0,7.72,0.04,NL-SRZ1,within,within,within,within,True,morning,train
2023-01-19 16:42:00+05:30,9.8,,8.21,,NL-SRZ1,within,within,,,False,evening,train
2023-02-16 07:27:00+05:30,4.7,36.0,7.9,0.02,NL-SRZ1,within,within,within,within,True,morning,train
2023-02-16 16:23:00+05:30,11.3,,8.3,,NL-SRZ1,within,within,,,False,evening,train
2023-03-17 06:55:00+05:30,3.5,30.0,8.1,0.05,NL-SRZ1,within,within,within,within,True,morning,train
2023-03-17 16:37:00+05:30,9.6,,8.4,,NL-SRZ1,within,within,,,False,evening,train
2023-04-17 07:36:00+05:30,3.4,33.0,8.6,0.14,NL-SRZ1,within,above,within,within,True,morning,train
2023-04-17 17:39:00+05:30,11.6,,8.9,,NL-SRZ1,within,above,,,False,evening,train
2023-05-17 07:06:00+05:30,3.7,35.0,8.0,0.16,NL-SRZ1,within,within,within,within,True,morning,train
2023-05-17 17:06:00+05:30,10.4,,8.3,,NL-SRZ1,within,within,,,False,evening,train
2023-07-27 07:15:00+05:30,5.0,38.0,8.5,0.03,NL-SRZ1,within,within,within,within,True,morning,train
2023-07-27 16:50:00+05:30,14.1,,8.8,,NL-SRZ1,above,above,,,False,evening,train
2023-09-07 06:28:00+05:30,3.6,35.0,7.4,0.14,NL-SRZ1,within,within,within,within,True,morning,train
2023-09-07 16:38:00+05:30,9.6,,8.0,,NL-SRZ1,within,within,,,False,evening,train
2023-10-10 06:15:00+05:30,3.3,31.0,8.21,0.09,NL-SRZ1,within,within,within,within,True,morning,train
2023-10-10 16:28:00+05:30,8.9,,8.38,,NL-SRZ1,within,within,,,False,evening,train
2023-11-16 06:48:00+05:30,4.0,31.0,8.02,0.12,NL-SRZ1,within,within,within,within,True,morning,train
2023-11-16 16:02:00+05:30,9.7,,8.41,,NL-SRZ1,within,within,,,False,evening,train
2023-12-16 07:03:00+05:30,3.4,32.0,7.96,0.16,NL-SRZ1,within,within,within,within,True,morning,train
2023-12-16 16:20:00+05:30,8.9,32.0,8.21,0.16,NL-SRZ1,within,within,within,within,False,evening,train
2024-03-05 07:03:00+05:30,4.6,38.0,7.93,0.0,NL-SRZ1,within,within,within,within,True,morning,train
2024-03-05 16:36:00+05:30,10.9,38.0,8.17,0.0,NL-SRZ1,within,within,within,within,False,evening,train
2024-04-08 06:18:00+05:30,4.4,36.0,8.07,0.01,NL-SRZ1,within,within,within,within,True,morning,train
2024-04-08 16:36:00+05:30,10.8,36.0,8.27,0.01,NL-SRZ1,within,within,within,within,False,evening,train
2024-05-10 06:06:00+05:30,4.0,34.0,8.1,0.01,NL-SRZ1,within,within,within,within,True,morning,train
2024-05-10 16:38:00+05:30,9.8,34.0,8.38,0.01,NL-SRZ1,within,within,within,within,False,evening,train
2022-03-29 07:40:00+05:30,3.55,43.0,7.77,0.0,NL-SUB1,within,within,within,within,True,morning,train
2022-03-29 16:37:00+05:30,10.75,43.0,8.14,,NL-SUB1,within,within,,within,False,evening,train
2022-04-13 06:50:00+05:30,3.9,45.0,8.32,0.0,NL-SUB1,within,within,within,within,True,morning,train
2022-04-13 16:45:00+05:30,12.1,45.0,8.43,0.0,NL-SUB1,above,within,within,within,False,evening,train
2022-04-27 06:20:00+05:30,4.5,29.0,8.28,,NL-SUB1,within,within,,within,True,morning,train
2022-04-27 17:00:00+05:30,10.7,29.0,8.29,,NL-SUB1,within,within,,within,False,evening,train
2022-05-19 06:50:00+05:30,3.45,29.0,8.29,0.0,NL-SUB1,within,within,within,within,True,morning,train
2022-05-19 16:57:00+05:30,9.05,29.0,8.46,0.0,NL-SUB1,within,within,within,within,False,evening,train
2022-06-01 06:55:00+05:30,3.25,31.0,8.06,0.0,NL-SUB1,within,within,within,within,True,morning,train
2022-06-01 16:30:00+05:30,8.9,31.0,8.38,0.0,NL-SUB1,within,within,within,within,False,evening,train
2022-06-18 06:50:00+05:30,3.75,31.0,8.02,0.0,NL-SUB1,within,within,within,within,True,morning,train
2022-06-18 16:50:00+05:30,9.5,31.0,8.38,0.0,NL-SUB1,within,within,within,within,False,evening,train
2022-07-04 07:30:00+05:30,1.75,33.0,8.03,0.0,NL-SUB1,below,within,within,within,True,morning,train
2022-07-04 17:15:00+05:30,7.35,33.0,8.31,0.0,NL-SUB1,below,within,within,within,False,evening,train
2022-07-28 07:27:00+05:30,3.7,35.0,7.99,0.0,NL-SUB1,within,within,within,within,True,morning,train
2022-07-28 17:30:00+05:30,10.35,35.0,8.3,0.0,NL-SUB1,within,within,within,within,False,evening,train
2022-08-11 06:50:00+05:30,3.5,35.0,7.51,0.0,NL-SUB1,within,within,within,within,True,morning,train
2022-08-11 17:01:00+05:30,9.45,35.0,8.15,0.0,NL-SUB1,within,within,within,within,False,evening,train
2022-08-20 07:20:00+05:30,3.5,31.0,7.88,0.0,NL-SUB1,within,within,within,within,True,morning,train
2022-08-20 17:05:00+05:30,9.05,31.0,8.17,0.0,NL-SUB1,within,within,within,within,False,evening,train
2022-09-06 07:40:00+05:30,3.85,30.0,7.59,0.0,NL-SUB1,within,within,within,within,True,morning,train
2022-09-06 16:45:00+05:30,8.45,30.0,7.95,0.0,NL-SUB1,within,within,within,within,False,evening,train
2022-09-21 07:25:00+05:30,4.15,33.0,7.58,0.01,NL-SUB1,within,within,within,within,True,morning,train
