sample_dt,do_mg_per_L,turbidity_cm,ph,ammonia_mg_per_L,pond_id,do_in_range,ph_in_range,ammonia_in_range,turbidity_in_range,morning,time_of_day,ds
2024-05-18 16:10:00+05:30,7.8,,8.43,,WG-KVR1,below,within,,,False,evening,train
2024-05-21 16:36:00+05:30,8.5,,8.48,,WG-KVR1,within,within,,,False,evening,train
2024-04-10 06:40:00+05:30,3.4,29.0,8.12,0.26,WG-KVR2,within,within,within,within,True,morning,train
2024-04-10 17:15:00+05:30,9.6,,8.46,,WG-KVR2,within,within,,,False,evening,train
2024-04-27 06:45:00+05:30,3.9,28.0,8.31,0.21,WG-KVR2,within,within,within,within,True,morning,train
2024-04-27 16:28:00+05:30,10.9,,8.44,,WG-KVR2,within,within,,,False,evening,train
2024-05-18 06:25:00+05:30,4.4,30.0,8.18,0.32,WG-KVR2,within,within,within,within,True,morning,train
2024-05-18 16:25:00+05:30,10.2,,8.48,,WG-KVR2,within,within,,,False,evening,train
2024-04-10 06:35:00+05:30,3.4,26.0,8.23,0.28,WG-KVR3,within,within,within,within,True,morning,train
2024-04-10 16:28:00+05:30,8.8,,8.44,,WG-KVR3,within,within,,,False,evening,train
2024-04-27 07:40:00+05:30,4.4,30.0,8.23,0.11,WG-KVR3,within,within,within,within,True,morning,train
2024-04-27 17:11:00+05:30,10.2,,8.47,,WG-KVR3,within,within,,,False,evening,train
2024-05-18 06:45:00+05:30,3.2,30.0,8.21,0.41,WG-KVR3,within,within,within,within,True,morning,train
2024-05-18 16:38:00+05:30,10.3,,8.47,,WG-KVR3,within,within,,,False,evening,train
2024-03-23 07:12:00+05:30,3.6,30.0,7.66,0.16,WG-MPR1,within,within,within,within,True,morning,train
2024-03-23 16:20:00+05:30,10.3,,7.93,,WG-MPR1,within,within,,,False,evening,train
2024-04-15 06:26:00+05:30,3.7,31.0,7.83,0.05,WG-MPR1,within,within,within,within,True,morning,train
2024-04-15 17:05:00+05:30,8.8,,8.0,,WG-MPR1,within,within,,,False,evening,train
2024-05-09 07:16:00+05:30,3.6,30.0,8.12,0.07,WG-MPR1,within,within,within,within,True,morning,train
2024-05-09 16:49:00+05:30,10.3,,8.33,,WG-MPR1,within,within,,,False,evening,train
2022-12-15 06:30:00+05:30,14.6,30.0,8.4,0.0,WG-MRC1,above,within,within,within,True,morning,train
2022-12-27 07:10:00+05:30,1.9,25.0,7.85,0.1,WG-MRC1,below,within,within,within,True,morning,train
2022-12-27 16:33:00+05:30,12.7,,8.35,,WG-MRC1,above,within,,,False,evening,train
2023-01-10 07:16:00+05:30,2.9,28.0,7.9,0.88,WG-MRC1,below,within,above,within,True,morning,train
2023-01-10 16:06:00+05:30,8.5,,8.08,,WG-MRC1,within,within,,,False,evening,train
2023-02-08 07:18:00+05:30,1.7,34.0,8.3,0.04,WG-MRC1,below,within,within,within,True,morning,train
2023-03-09 07:19:00+05:30,1.2,33.0,8.4,0.3,WG-MRC1,below,within,within,within,True,morning,train
2023-03-09 16:24:00+05:30,11.9,,8.4,,WG-MRC1,within,within,,,False,evening,train
2023-04-12 07:35:00+05:30,1.2,37.0,8.6,0.33,WG-MRC1,below,above,within,within,True,morning,train
2023-04-12 16:06:00+05:30,14.4,,8.5,,WG-MRC1,above,within,,,False,evening,train
2023-06-13 06:54:00+05:30,3.5,33.0,8.3,0.01,WG-MRC1,within,within,within,within,True,morning,train
2023-06-13 17:06:00+05:30,11.2,,8.4,,WG-MRC1,within,within,,,False,evening,train
2023-08-01 07:19:00+05:30,2.3,21.0,8.2,0.09,WG-MRC1,below,within,within,within,True,morning,train
2023-08-01 16:50:00+05:30,9.1,,8.4,,WG-MRC1,within,within,,,False,evening,train
2023-08-28 06:22:00+05:30,1.4,28.0,8.3,0.18,WG-MRC1,below,within,within,within,True,morning,train
2023-08-28 16:26:00+05:30,11.3,,8.5,,WG-MRC1,within,within,,,False,evening,train
2023-09-25 07:15:00+05:30,2.0,19.0,8.4,0.09,WG-MRC1,below,within,within,below,True,morning,train
2023-09-25 16:15:00+05:30,13.4,,8.7,,WG-MRC1,above,above,,,False,evening,train
2023-10-27 06:30:00+05:30,4.8,37.0,8.49,0.46,WG-MRC1,within,within,within,within,True,morning,train
2023-10-27 16:03:00+05:30,11.7,,8.49,,WG-MRC1,within,within,,,False,evening,train
2023-11-26 06:30:00+05:30,3.5,24.0,8.26,0.31,WG-MRC1,within,within,within,within,True,morning,train
2023-11-26 16:15:00+05:30,8.0,,8.31,,WG-MRC1,within,within,,,False,evening,train
2023-12-19 06:33:00+05:30,3.3,31.0,8.21,0.19,WG-MRC1,within,within,within,within,True,morning,train
2023-12-19 16:03:00+05:30,10.0,,8.48,,WG-MRC1,within,within,,,False,evening,train
2024-01-29 06:45:00+05:30,3.4,29.0,8.21,0.14,WG-MRC1,within,within,within,within,True,morning,train
2024-01-29 15:35:00+05:30,8.6,,8.42,,WG-MRC1,within,within,,,False,evening,train
2024-02-19 07:10:00+05:30,4.8,29.0,8.08,0.11,WG-MRC1,within,within,within,within,True,morning,train
2024-02-19 16:10:00+05:30,9.2,,8.38,,WG-MRC1,within,within,,,False,evening,train
2024-04-13 07:37:00+05:30,3.6,28.0,8.26,0.21,WG-MRC1,within,within,within,within,True,morning,train
2024-04-13 16:10:00+05:30,10.2,,8.41,,WG-MRC1,within,within,,,False,evening,train
2024-05-16 06:15:00+05:30,3.3,29.0,8.18,0.21,WG-MRC1,within,within,within,within,True,morning,train
2024-05-16 16:15:00+05:30,8.4,,8.43,,WG-MRC1,within,within,,,False,evening,train
2022-12-15 06:35:00+05:30,4.2,28.0,8.37,0.0,WG-MRC2,within,within,within,within,True,morning,train
2022-12-15 16:01:00+05:30,9.3,,8.49,,WG-MRC2,within,within,,,False,evening,train
2022-12-27 07:41:00+05:30,2.2,29.0,7.97,0.08,WG-MRC2,below,within,within,within,True,morning,train
2022-12-27 16:18:00+05:30,15.3,,8.44,,WG-MRC2,above,within,,,False,evening,train
2023-01-10 07:55:00+05:30,3.4,28.0,7.84,0.15,WG-MRC2,within,within,within,within,True,morning,train
2023-01-10 16:19:00+05:30,11.7,,8.28,,WG-MRC2,within,within,,,False,evening,train
2023-02-08 07:27:00+05:30,1.9,34.0,8.2,0.21,WG-MRC2,below,within,within,within,True,morning,train
2023-03-09 07:26:00+05:30,2.0,36.0,8.3,0.08,WG-MRC2,below,within,within,within,True,morning,train
2023-03-09 16:29:00+05:30,9.8,,8.3,,WG-MRC2,within,within,,,False,evening,train
2023-04-12 07:39:00+05:30,1.8,33.0,8.5,0.25,WG-MRC2,below,within,within,within,True,morning,train
2023-04-12 16:10:00+05:30,15.1,,8.6,,WG-MRC2,above,above,,,False,evening,train
2023-06-13 06:57:00+05:30,3.7,24.0,8.3,0.16,WG-MRC2,within,within,within,within,True,morning,train
2023-06-13 17:11:00+05:30,11.8,,8.3,,WG-MRC2,within,within,,,False,evening,train
2023-08-01 07:26:00+05:30,3.0,23.0,8.2,0.13,WG-MRC2,within,within,within,within,True,morning,train
2023-08-01 16:57:00+05:30,8.1,,8.4,,WG-MRC2,within,within,,,False,evening,train
2023-08-28 06:29:00+05:30,2.0,24.0,8.4,0.22,WG-MRC2,below,within,within,within,True,morning,train
2023-08-28 16:46:00+05:30,8.7,,8.5,,WG-MRC2,within,within,,,False,evening,train
2023-09-25 07:30:00+05:30,2.2,21.0,7.9,0.38,WG-MRC2,below,within,within,within,True,morning,train
2023-09-25 16:35:00+05:30,8.3,,8.4,,WG-MRC2,within,within,,,False,evening,train
2023-10-27 06:39:00+05:30,4.6,29.0,8.47,0.36,WG-MRC2,within,within,within,within,True,morning,train
2023-10-27 16:08:00+05:30,11.7,,8.47,,WG-MRC2,within,within,,,False,evening,train
2023-11-26 06:45:00+05:30,3.7,35.0,8.41,0.19,WG-MRC2,within,within,within,within,True,morning,train
2023-11-26 16:26:00+05:30,9.8,,8.48,,WG-MRC2,within,within,,,False,evening,train
2023-12-19 06:42:00+05:30,3.3,31.0,8.22,0.19,WG-MRC2,within,within,within,within,True,morning,train
2023-12-19 16:10:00+05:30,10.9,,8.37,,WG-MRC2,within,within,,,False,evening,train
2024-01-29 06:53:00+05:30,3.6,30.0,8.15,0.24,WG-MRC2,within,within,within,within,True,morning,train
2024-01-29 15:42:00+05:30,10.5,,8.38,,WG-MRC2,within,within,,,False,evening,train
2024-02-19 07:20:00+05:30,4.6,32.0,8.19,0.23,WG-MRC2,within,within,within,within,True,morning,train
2024-02-19 16:20:00+05:30,11.9,,8.23,,WG-MRC2,within,within,,,False,evening,train
2024-04-13 06:30:00+05:30,4.2,30.0,8.18,0.26,WG-MRC2,within,within,within,within,True,morning,train
2024-04-13 16:25:00+05:30,9.2,,8.42,,WG-MRC2,within,within,,,False,evening,train
2024-05-16 06:28:00+05:30,3.1,30.0,8.17,0.32,WG-MRC2,within,within,within,within,True,morning,train
2024-05-16 16:25:00+05:30,8.1,,8.4,,WG-MRC2,within,within,,,False,evening,train
2022-12-27 07:54:00+05:30,2.4,23.0,7.81,0.2,WG-MRC3,below,within,within,within,True,morning,train
2022-12-27 16:10:00+05:30,11.3,,8.26,,WG-MRC3,within,within,,,False,evening,train
2023-01-10 07:29:00+05:30,3.0,26.0,7.7,0.16,WG-MRC3,within,within,within,within,True,morning,train
2023-01-10 16:37:00+05:30,11.9,,8.14,,WG-MRC3,within,within,,,False,evening,train
2023-02-08 07:40:00+05:30,2.3,27.0,8.2,0.14,WG-MRC3,below,within,within,within,True,morning,train
2023-03-09 07:39:00+05:30,2.2,34.0,8.2,0.17,WG-MRC3,below,within,within,within,True,morning,train
2023-03-09 16:35:00+05:30,9.6,,8.3,,WG-MRC3,within,within,,,False,evening,train
2023-08-01 07:46:00+05:30,1.1,25.0,8.2,0.07,WG-MRC3,below,within,within,within,True,morning,train
2023-08-01 17:20:00+05:30,6.2,,8.3,,WG-MRC3,below,within,,,False,evening,train
2023-08-28 06:41:00+05:30,0.8,20.0,8.2,0.11,WG-MRC3,below,within,within,within,True,morning,train
2023-08-28 17:17:00+05:30,11.3,,8.4,,WG-MRC3,within,within,,,False,evening,train
2023-09-25 07:45:00+05:30,2.2,27.0,7.9,0.19,WG-MRC3,below,within,within,within,True,morning,train
2023-09-25 17:08:00+05:30,9.4,,8.3,,WG-MRC3,within,within,,,False,evening,train
2023-10-27 06:52:00+05:30,5.0,28.0,8.43,0.31,WG-MRC3,within,within,within,within,True,morning,train
2023-10-27 16:13:00+05:30,8.4,,8.45,,WG-MRC3,within,within,,,False,evening,train
2023-11-26 06:55:00+05:30,4.9,27.0,8.2,0.25,WG-MRC3,within,within,within,within,True,morning,train
2023-11-26 16:35:00+05:30,9.0,,8.5,,WG-MRC3,within,within,,,False,evening,train
2023-12-19 06:59:00+05:30,3.4,27.0,8.31,0.12,WG-MRC3,within,within,within,within,True,morning,train
2023-12-19 16:20:00+05:30,9.2,,8.43,,WG-MRC3,within,within,,,False,evening,train
2024-01-29 07:08:00+05:30,4.4,26.0,8.12,0.19,WG-MRC3,within,within,within,within,True,morning,train
2024-01-29 15:48:00+05:30,11.5,,8.42,,WG-MRC3,within,within,,,False,evening,train
2024-02-19 07:45:00+05:30,4.0,26.0,8.32,0.32,WG-MRC3,within,within,within,within,True,morning,train
2024-02-19 15:45:00+05:30,8.4,,7.8,,WG-MRC3,within,within,,,False,evening,train
2024-04-13 06:40:00+05:30,3.6,28.0,8.05,0.12,WG-MRC3,within,within,within,within,True,morning,train
2024-04-13 16:40:00+05:30,9.6,,8.34,,WG-MRC3,within,within,,,False,evening,train
2024-05-16 06:45:00+05:30,3.4,26.0,8.1,0.36,WG-MRC3,within,within,within,within,True,morning,train
2024-05-16 16:35:00+05:30,9.2,,8.42,,WG-MRC3,within,within,,,False,evening,train
2022-12-27 07:55:00+05:30,2.4,,7.92,0.01,WG-MRC4,below,within,within,,True,morning,train
2023-01-10 07:44:00+05:30,3.2,32.0,7.77,0.11,WG-MRC4,within,within,within,within,True,morning,train
2023-01-11 07:55:00+05:30,,,,,WG-MRC4,,,,,True,morning,train
2023-01-24 06:57:00+05:30,3.1,32.0,7.9,0.03,WG-MRC4,within,within,within,within,True,morning,train
2023-01-24 16:13:00+05:30,9.3,,8.1,,WG-MRC4,within,within,,,False,evening,train
2023-02-21 07:46:00+05:30,3.2,26.0,8.2,0.03,WG-MRC4,within,within,within,within,True,morning,train
2023-02-21 15:25:00+05:30,9.5,,8.4,,WG-MRC4,within,within,,,False,evening,train
2023-03-21 07:56:00+05:30,3.0,23.0,8.2,0.14,WG-MRC4,within,within,within,within,True,morning,train
2023-03-21 17:03:00+05:30,9.1,,8.4,,WG-MRC4,within,within,,,False,evening,train
2023-04-12 07:44:00+05:30,3.2,24.0,8.4,0.19,WG-MRC4,within,within,within,within,True,morning,train
2023-04-12 16:46:00+05:30,9.3,,8.3,,WG-MRC4,within,within,,,False,evening,train
2023-06-13 07:03:00+05:30,4.6,28.0,8.4,0.04,WG-MRC4,within,within,within,within,True,morning,train
2023-06-13 17:16:00+05:30,11.3,,8.4,,WG-MRC4,within,within,,,False,evening,train
2023-08-01 07:32:00+05:30,4.0,26.0,8.3,0.06,WG-MRC4,within,within,within,within,True,morning,train
2023-08-01 17:10:00+05:30,9.6,,8.4,,WG-MRC4,within,within,,,False,evening,train
2023-08-28 07:00:00+05:30,1.5,22.0,8.3,0.04,WG-MRC4,below,within,within,within,True,morning,train
2023-08-28 16:56:00+05:30,10.3,,8.5,,WG-MRC4,within,within,,,False,evening,train
2023-09-25 08:05:00+05:30,4.0,17.0,8.1,0.18,WG-MRC4,within,within,within,below,True,morning,train
2023-09-25 16:50:00+05:30,4.9,,8.4,,WG-MRC4,below,within,,,False,evening,train
2023-10-27 07:08:00+05:30,3.9,36.0,8.66,0.39,WG-MRC4,within,above,within,within,True,morning,train
2023-10-27 16:19:00+05:30,11.5,,8.35,,WG-MRC4,within,within,,,False,evening,train
2023-11-26 07:10:00+05:30,3.5,31.0,8.26,0.23,WG-MRC4,within,within,within,within,True,morning,train
2023-11-26 16:55:00+05:30,8.3,,8.23,,WG-MRC4,within,within,,,False,evening,train
2023-12-19 07:09:00+05:30,1.2,30.0,8.32,0.21,WG-MRC4,below,within,within,within,True,morning,train
2023-12-19 16:25:00+05:30,7.5,,8.42,,WG-MRC4,below,within,,,False,evening,train
2024-01-29 07:13:00+05:30,3.8,32.0,7.91,0.11,WG-MRC4,within,within,within,within,True,morning,train
2024-01-29 15:55:00+05:30,8.6,,8.26,,WG-MRC4,within,within,,,False,evening,train
2024-02-19 08:15:00+05:30,4.6,30.0,8.3,0.16,WG-MRC4,within,within,within,within,True,morning,train
2024-02-19 15:55:00+05:30,8.6,,8.44,,WG-MRC4,within,within,,,False,evening,train
2024-03-14 07:10:00+05:30,3.9,27.0,8.27,0.19,WG-MRC4,within,within,within,within,True,morning,train
2024-03-14 16:10:00+05:30,9.2,,8.47,,WG-MRC4,within,within,,,False,evening,train
2024-04-13 07:15:00+05:30,4.2,30.0,8.19,0.12,WG-MRC4,within,within,within,within,True,morning,train
2024-04-13 17:10:00+05:30,10.4,,8.39,,WG-MRC4,within,within,,,False,evening,train
2024-05-16 07:15:00+05:30,3.6,27.0,8.14,0.29,WG-MRC4,within,within,within,within,True,morning,train
2024-05-16 16:45:00+05:30,8.8,,8.46,,WG-MRC4,within,within,,,False,evening,train
2024-05-14 07:30:00+05:30,4.6,29.0,8.24,0.11,WG-MSV1,within,within,within,within,True,morning,train
2024-05-14 16:55:00+05:30,10.1,,8.47,,WG-MSV1,within,within,,,False,evening,train
2021-11-21 07:05:00+05:30,4.0,19.0,7.99,0.05,WG-MUR1,within,within,within,below,True,morning,train
2021-11-21 16:21:00+05:30,9.24,19.0,7.98,,WG-MUR1,within,within,,below,False,evening,train
2021-12-06 06:35:00+05:30,4.95,28.0,7.99,0.05,WG-MUR1,within,within,within,within,True,morning,train
2021-12-06 16:43:00+05:30,8.63,19.0,8.09,,WG-MUR1,within,within,,below,False,evening,train
2021-12-22 07:29:00+05:30,4.3,,8.08,0.05,WG-MUR1,within,within,within,,True,morning,train
2021-12-22 17:50:00+05:30,8.54,,8.0,,WG-MUR1,within,within,,,False,evening,train
2022-01-06 07:37:00+05:30,4.58,19.0,8.36,0.05,WG-MUR1,within,within,within,below,True,morning,train
2022-01-06 17:35:00+05:30,8.11,19.0,8.45,,WG-MUR1,within,within,,below,False,evening,train
2022-01-22 07:29:00+05:30,3.61,21.0,8.3,0.0,WG-MUR1,within,within,within,within,True,morning,train
2022-01-22 17:10:00+05:30,9.3,25.0,8.46,,WG-MUR1,within,within,,within,False,evening,train
2022-02-08 07:15:00+05:30,3.79,26.0,8.24,0.0,WG-MUR1,within,within,within,within,True,morning,train
2022-02-08 17:25:00+05:30,8.43,29.0,8.38,,WG-MUR1,within,within,,within,False,evening,train
2022-02-25 06:53:00+05:30,4.04,24.0,8.07,0.02,WG-MUR1,within,within,within,within,True,morning,train
2022-02-25 16:37:00+05:30,9.01,25.0,8.2,,WG-MUR1,within,within,,within,False,evening,train
2022-03-11 08:00:00+05:30,3.69,21.0,8.32,0.05,WG-MUR1,within,within,within,within,True,morning,train
2022-03-11 16:59:00+05:30,8.66,20.0,8.41,,WG-MUR1,within,within,,within,False,evening,train
2022-03-26 07:01:00+05:30,4.0,22.0,8.26,0.04,WG-MUR1,within,within,within,within,True,morning,train
2022-03-26 16:59:00+05:30,9.19,22.0,8.35,,WG-MUR1,within,within,,within,False,evening,train
2022-04-13 16:01:00+05:30,3.6,22.0,8.42,,WG-MUR1,below,within,,within,False,evening,train
2022-05-19 07:26:00+05:30,1.79,30.0,8.59,0.16,WG-MUR1,below,above,within,within,True,morning,train
2022-05-19 16:50:00+05:30,5.37,28.0,8.5,,WG-MUR1,below,within,,within,False,evening,train
2022-05-31 07:41:00+05:30,2.15,30.0,8.52,0.54,WG-MUR1,below,above,above,within,True,morning,train
2022-05-31 17:12:00+05:30,7.26,30.0,8.6,0.98,WG-MUR1,below,above,above,within,False,evening,train
2022-06-15 07:26:00+05:30,3.64,30.0,8.54,0.65,WG-MUR1,within,above,above,within,True,morning,train
2022-06-15 18:24:00+05:30,8.24,30.0,8.66,0.85,WG-MUR1,within,above,above,within,False,evening,train
2022-07-20 06:56:00+05:30,0.51,30.0,8.54,0.28,WG-MUR1,below,above,within,within,True,morning,train
2022-07-20 17:06:00+05:30,6.64,30.0,8.53,0.48,WG-MUR1,below,above,within,within,False,evening,train
2022-08-17 07:30:00+05:30,3.43,23.0,8.5,0.31,WG-MUR1,within,within,within,within,True,morning,train
2022-08-17 16:51:00+05:30,12.33,28.0,8.78,0.46,WG-MUR1,above,above,within,within,False,evening,train
2022-09-14 07:53:00+05:30,2.69,23.0,8.63,0.53,WG-MUR1,below,above,above,within,True,morning,train
2022-09-14 17:17:00+05:30,8.05,23.0,8.78,0.7,WG-MUR1,within,above,above,within,False,evening,train
2022-09-29 07:56:00+05:30,4.32,23.0,8.46,,WG-MUR1,within,within,,within,True,morning,train
2022-09-29 17:23:00+05:30,8.91,28.0,8.62,,WG-MUR1,within,above,,within,False,evening,train
2022-10-06 06:40:00+05:30,2.5,25.0,8.05,,WG-MUR1,below,within,,within,True,morning,train
2022-10-06 16:55:00+05:30,5.7,27.0,8.15,,WG-MUR1,below,within,,within,False,evening,train
2022-10-31 07:33:00+05:30,2.3,24.0,8.27,0.5,WG-MUR1,below,within,within,within,True,morning,train
2022-11-04 07:13:00+05:30,0.5,34.0,8.07,0.38,WG-MUR1,below,within,within,within,True,morning,train
2022-12-09 07:40:00+05:30,4.1,,8.29,0.04,WG-MUR1,within,within,within,,True,morning,train
2022-12-09 07:58:00+05:30,,,,,WG-MUR1,,,,,True,morning,train
2022-12-16 07:35:00+05:30,,,,,WG-MUR1,,,,,True,morning,train
2022-12-16 07:53:00+05:30,3.3,,8.49,0.08,WG-MUR1,within,within,within,,True,morning,train
2022-12-21 07:09:00+05:30,,,,,WG-MUR1,,,,,True,morning,train
2022-12-27 07:23:00+05:30,4.1,,8.18,0.29,WG-MUR1,within,within,within,,True,morning,train
2022-12-29 06:30:00+05:30,,,,,WG-MUR1,,,,,True,morning,train
2023-01-05 07:31:00+05:30,,,,,WG-MUR1,,,,,True,morning,train
2023-01-12 07:08:00+05:30,3.8,,8.26,0.19,WG-MUR1,within,within,within,,True,morning,train
2023-01-12 07:48:00+05:30,,,,,WG-MUR1,,,,,True,morning,train
2023-01-20 07:03:00+05:30,,,,,WG-MUR1,,,,,True,morning,train
2023-02-17 07:16:00+05:30,1.3,32.0,8.2,0.18,WG-MUR1,below,within,within,within,True,morning,train
2023-02-17 16:35:00+05:30,6.0,,8.1,,WG-MUR1,below,within,,,False,evening,train
2023-03-23 07:56:00+05:30,1.0,26.0,8.2,0.25,WG-MUR1,below,within,within,within,True,morning,train
2023-03-23 16:50:00+05:30,6.1,,8.1,,WG-MUR1,below,within,,,False,evening,train
2023-04-26 07:17:00+05:30,3.7,27.0,8.3,0.03,WG-MUR1,within,within,within,within,True,morning,train
2023-04-26 16:15:00+05:30,8.4,,8.4,,WG-MUR1,within,within,,,False,evening,train
2023-08-03 07:20:00+05:30,4.7,30.0,8.3,0.05,WG-MUR1,within,within,within,within,True,morning,train
2023-08-03 16:20:00+05:30,10.8,,8.4,,WG-MUR1,within,within,,,False,evening,train
2023-08-29 06:38:00+05:30,3.5,26.0,8.7,,WG-MUR1,within,above,,within,True,morning,train
2023-08-29 16:32:00+05:30,11.8,,8.9,,WG-MUR1,within,above,,,False,evening,train
2023-10-05 06:38:00+05:30,5.7,28.0,8.82,0.35,WG-MUR1,above,above,within,within,True,morning,train
2023-10-05 16:40:00+05:30,12.2,,9.01,,WG-MUR1,above,above,,,False,evening,train
2023-11-22 06:45:00+05:30,4.6,37.0,8.75,0.15,WG-MUR1,within,above,within,within,True,morning,train
2023-11-22 16:35:00+05:30,7.2,,8.75,,WG-MUR1,below,above,,,False,evening,train
2023-12-14 06:08:00+05:30,3.1,28.0,8.61,0.15,WG-MUR1,within,above,within,within,True,morning,train
2023-12-14 16:05:00+05:30,9.1,,9.05,,WG-MUR1,within,above,,,False,evening,train
2024-01-07 06:38:00+05:30,3.4,28.0,8.49,0.31,WG-MUR1,within,within,within,within,True,morning,train
2024-01-07 15:32:00+05:30,10.8,,8.56,,WG-MUR1,within,above,,,False,evening,train
2024-02-13 07:40:00+05:30,5.0,27.0,8.19,0.11,WG-MUR1,within,within,within,within,True,morning,train
2024-02-13 16:01:00+05:30,9.4,,8.43,,WG-MUR1,within,within,,,False,evening,train
2024-03-07 07:10:00+05:30,4.3,28.0,8.17,0.21,WG-MUR1,within,within,within,within,True,morning,train
2024-03-07 15:55:00+05:30,9.9,,8.41,,WG-MUR1,within,within,,,False,evening,train
2024-04-05 06:37:00+05:30,3.6,26.0,8.4,0.34,WG-MUR1,within,within,within,within,True,morning,train
2024-04-05 16:30:00+05:30,9.6,,8.47,,WG-MUR1,within,within,,,False,evening,train
2024-05-05 06:30:00+05:30,4.4,27.0,8.22,0.31,WG-MUR1,within,within,within,within,True,morning,train
2024-05-05 16:45:00+05:30,9.1,,8.44,,WG-MUR1,within,within,,,False,evening,train
2021-11-21 07:22:00+05:30,3.45,16.0,7.89,0.05,WG-MUR2,within,within,within,below,True,morning,train
2021-11-21 16:01:00+05:30,10.52,16.0,8.34,,WG-MUR2,within,within,,below,False,evening,train
2021-12-06 06:57:00+05:30,4.8,21.0,8.15,0.05,WG-MUR2,within,within,within,within,True,morning,train
2021-12-06 16:54:00+05:30,8.92,21.0,8.25,,WG-MUR2,within,within,,within,False,evening,train
2021-12-22 08:21:00+05:30,4.51,,8.49,0.05,WG-MUR2,within,within,within,,True,morning,train
2021-12-22 18:10:00+05:30,11.01,,8.5,,WG-MUR2,within,within,,,False,evening,train
2022-01-06 08:12:00+05:30,3.82,16.0,8.39,0.05,WG-MUR2,within,within,within,below,True,morning,train
2022-01-06 17:57:00+05:30,8.82,16.0,8.46,,WG-MUR2,within,within,,below,False,evening,train
2022-01-22 07:54:00+05:30,3.56,17.0,8.31,0.01,WG-MUR2,within,within,within,below,True,morning,train
2022-01-22 17:22:00+05:30,8.07,19.0,8.43,,WG-MUR2,within,within,,below,False,evening,train
2022-02-08 07:03:00+05:30,3.95,20.0,8.34,0.0,WG-MUR2,within,within,within,within,True,morning,train
2022-02-08 17:05:00+05:30,8.87,23.0,8.43,,WG-MUR2,within,within,,within,False,evening,train
2022-02-25 07:10:00+05:30,3.32,19.0,8.25,0.05,WG-MUR2,within,within,within,below,True,morning,train
2022-02-25 16:51:00+05:30,8.85,21.0,8.39,,WG-MUR2,within,within,,within,False,evening,train
2022-03-11 06:49:00+05:30,3.67,18.0,8.18,0.05,WG-MUR2,within,within,within,below,True,morning,train
2022-03-11 16:41:00+05:30,8.84,17.0,8.38,,WG-MUR2,within,within,,below,False,evening,train
2022-03-26 07:20:00+05:30,3.25,19.0,8.2,0.0,WG-MUR2,within,within,within,below,True,morning,train
2022-03-26 17:08:00+05:30,9.85,20.0,8.42,,WG-MUR2,within,within,,within,False,evening,train
2022-04-13 05:20:00+05:30,0.2,18.0,8.77,,WG-MUR2,below,above,,below,True,morning,train
2023-11-22 07:20:00+05:30,2.1,28.0,8.85,0.08,WG-MUR2,below,above,within,within,True,morning,train
2023-11-22 17:20:00+05:30,5.9,,8.97,,WG-MUR2,below,above,,,False,evening,train
2023-12-18 07:25:00+05:30,3.4,24.0,8.2,0.41,WG-MUR2,within,within,within,within,True,morning,train
2023-12-18 16:05:00+05:30,11.2,,8.41,,WG-MUR2,within,within,,,False,evening,train
2024-01-07 07:15:00+05:30,3.4,28.0,8.38,0.19,WG-MUR2,within,within,within,within,True,morning,train
2024-01-07 16:05:00+05:30,9.9,,8.51,,WG-MUR2,within,above,,,False,evening,train
2023-11-22 07:54:00+05:30,2.0,34.0,8.71,0.25,WG-MUR3,below,above,within,within,True,morning,train
2023-11-22 16:57:00+05:30,8.2,,8.81,,WG-MUR3,within,above,,,False,evening,train
2023-12-14 06:22:00+05:30,2.7,29.0,8.65,0.31,WG-MUR3,below,above,within,within,True,morning,train
2023-12-14 16:25:00+05:30,8.6,,8.76,,WG-MUR3,within,above,,,False,evening,train
2024-01-07 06:58:00+05:30,4.6,30.0,8.51,0.19,WG-MUR3,within,above,within,within,True,morning,train
2024-01-07 15:56:00+05:30,11.8,,8.68,,WG-MUR3,within,above,,,False,evening,train
2022-11-10 07:50:00+05:30,2.6,25.0,8.17,0.52,WG-NAR1,below,within,above,within,True,morning,train
2023-01-10 07:04:00+05:30,1.4,23.0,7.93,0.74,WG-NAR1,below,within,above,within,True,morning,train
2023-01-10 16:50:00+05:30,8.4,,8.16,,WG-NAR1,within,within,,,False,evening,train
2023-02-22 07:22:00+05:30,3.6,32.0,8.1,0.18,WG-NAR1,within,within,within,within,True,morning,train
2023-02-22 16:29:00+05:30,10.9,,8.2,,WG-NAR1,within,within,,,False,evening,train
2022-02-15 07:30:00+05:30,3.52,24.0,8.54,0.0,WG-NGR1,within,above,within,within,True,morning,train
2022-02-15 17:24:00+05:30,12.05,24.0,8.66,,WG-NGR1,above,above,,within,False,evening,train
2022-03-07 06:58:00+05:30,2.58,17.0,8.21,0.04,WG-NGR1,below,within,within,below,True,morning,train
2022-03-07 17:04:00+05:30,8.39,16.0,8.49,,WG-NGR1,within,within,,below,False,evening,train
2022-03-22 06:32:00+05:30,3.33,19.0,8.01,0.0,WG-NGR1,within,within,within,below,True,morning,train
2022-03-22 16:36:00+05:30,9.02,19.0,8.25,,WG-NGR1,within,within,,below,False,evening,train
2022-04-08 07:20:00+05:30,3.31,21.0,8.16,0.04,WG-NGR1,within,within,within,within,True,morning,train
