sample_idx,sample_dt,pond_id,region,farm,morning,hour,do_mg_per_L,ph,turbidity_cm,ammonia_mg_per_L,do_winkler,prev_matches_time,prev_sample_dt,prev_do_mg_per_L,prev_ph,prev_turbidity_cm,prev_ammonia_mg_per_L,prev_individuals_air_gulping,prev_individuals_tail_splashing,prev_dead_fish,prev_feed_amount_kg,prev_stocking_density_per_acre,prev_weight,prev_species_catla,prev_species_rohu,prev_species_roopchand,prev_species_grass_carp,prev_species_pangasius,prev_species_whiteleg_shrimp
6127,2024-02-26 06:23:00+05:30,NL-MLI1,NL,NL-MLI,True,6,3.7,8.03,30.0,0.07,False,True,2024-01-29 07:03:00+05:30,4.1,7.99,32.0,0.03,0.0,0.0,0.0,40.0,3000.0,400.0,True,True,False,False,False,False
6128,2024-02-26 16:03:00+05:30,NL-MLI1,NL,NL-MLI,False,16,9.6,8.31,30.0,0.07,False,True,2024-01-29 16:18:00+05:30,8.4,8.39,26.0,0.12,0.0,0.0,0.0,,3000.0,600.0,True,True,False,False,False,False
6320,2024-03-27 06:38:00+05:30,NL-MLI1,NL,NL-MLI,True,6,2.5,8.21,31.0,0.07,False,True,2024-02-26 06:23:00+05:30,3.7,8.03,30.0,0.07,0.0,0.0,0.0,45.0,3000.0,500.0,True,True,False,False,False,False
6321,2024-03-27 16:43:00+05:30,NL-MLI1,NL,NL-MLI,False,16,8.4,8.43,31.0,0.07,False,True,2024-02-26 16:03:00+05:30,9.6,8.31,30.0,0.07,0.0,0.0,0.0,,3000.0,500.0,True,True,False,False,False,False
6526,2024-04-24 07:05:00+05:30,NL-MLI1,NL,NL-MLI,True,7,3.3,8.55,32.0,0.18,False,True,2024-03-27 06:38:00+05:30,2.5,8.21,31.0,0.07,0.0,0.0,0.0,45.0,3000.0,600.0,True,True,False,False,False,False
6527,2024-04-24 17:18:00+05:30,NL-MLI1,NL,NL-MLI,False,17,8.8,8.72,32.0,0.18,False,True,2024-03-27 16:43:00+05:30,8.4,8.43,31.0,0.07,0.0,0.0,0.0,,3000.0,600.0,True,True,False,False,False,False
6927,2024-06-26 07:19:00+05:30,NL-MLI1,NL,NL-MLI,True,7,4.1,8.06,30.0,0.1,False,True,2024-04-24 07:05:00+05:30,3.3,8.55,32.0,0.18,0.0,0.0,0.0,45.0,3750.0,750.0,True,True,False,False,False,False
6928,2024-06-26 17:17:00+05:30,NL-MLI1,NL,NL-MLI,False,17,9.5,8.31,30.0,0.1,False,True,2024-04-24 17:18:00+05:30,8.8,8.72,32.0,0.18,0.0,0.0,0.0,,3750.0,750.0,True,True,False,False,False,False
7024,2024-07-21 06:30:00+05:30,NL-MLI1,NL,NL-MLI,True,6,2.8,7.93,32.0,0.06,False,True,2024-06-26 07:19:00+05:30,4.1,8.06,30.0,0.1,0.0,0.0,0.0,20.0,2667.0,400.0,True,True,False,False,False,False
7025,2024-07-21 16:33:00+05:30,NL-MLI1,NL,NL-MLI,False,16,7.8,8.16,,,False,True,2024-06-26 17:17:00+05:30,9.5,8.31,30.0,0.1,0.0,0.0,0.0,,2667.0,400.0,True,True,False,False,False,False
7073,2024-08-03 06:30:00+05:30,NL-MLI1,NL,NL-MLI,True,6,3.8,8.03,30.0,0.09,False,True,2024-07-21 06:30:00+05:30,2.8,7.93,32.0,0.06,0.0,0.0,0.0,30.0,2667.0,500.0,True,True,False,False,False,False
7074,2024-08-03 16:35:00+05:30,NL-MLI1,NL,NL-MLI,False,16,9.3,8.24,,,False,True,2024-07-21 16:33:00+05:30,7.8,8.16,,,0.0,0.0,0.0,,2667.0,500.0,True,True,False,False,False,False
7116,2024-08-12 06:30:00+05:30,NL-MLI1,NL,NL-MLI,True,6,3.5,8.11,32.0,0.07,False,True,2024-08-03 06:30:00+05:30,3.8,8.03,30.0,0.09,0.0,0.0,0.0,30.0,2667.0,500.0,True,True,False,False,False,False
7117,2024-08-12 16:30:00+05:30,NL-MLI1,NL,NL-MLI,False,16,9.1,8.28,,,False,True,2024-08-03 16:35:00+05:30,9.3,8.24,,,0.0,0.0,0.0,,2667.0,500.0,True,True,False,False,False,False
7248,2024-08-18 07:03:00+05:30,NL-MLI1,NL,NL-MLI,True,7,3.7,8.16,31.0,0.09,False,True,2024-08-12 06:30:00+05:30,3.5,8.11,32.0,0.07,0.0,0.0,0.0,30.0,2667.0,600.0,True,True,False,False,False,False
7249,2024-08-18 16:58:00+05:30,NL-MLI1,NL,NL-MLI,False,16,8.6,8.32,,,False,True,2024-08-12 16:30:00+05:30,9.1,8.28,,,0.0,0.0,0.0,,2667.0,600.0,True,True,False,False,False,False
7271,2024-09-09 06:45:00+05:30,NL-MLI1,NL,NL-MLI,True,6,3.4,8.13,32.0,0.05,False,True,2024-08-18 07:03:00+05:30,3.7,8.16,31.0,0.09,0.0,0.0,0.0,30.0,2667.0,600.0,True,True,False,False,False,False
7272,2024-09-09 16:42:00+05:30,NL-MLI1,NL,NL-MLI,False,16,9.2,8.32,,,False,True,2024-08-18 16:58:00+05:30,8.6,8.32,,,0.0,0.0,0.0,,2667.0,600.0,True,True,False,False,False,False
7471,2024-09-23 06:53:00+05:30,NL-MLI1,NL,NL-MLI,True,6,3.7,8.2,33.0,0.18,False,True,2024-09-09 06:45:00+05:30,3.4,8.13,32.0,0.05,0.0,0.0,0.0,30.0,2667.0,600.0,True,True,False,False,False,False
7472,2024-09-23 16:43:00+05:30,NL-MLI1,NL,NL-MLI,False,16,9.3,8.45,,,False,True,2024-09-09 16:42:00+05:30,9.2,8.32,,,0.0,0.0,0.0,,2667.0,600.0,True,True,False,False,False,False
8148,2024-12-03 07:51:00+05:30,NL-MLI1,NL,NL-MLI,True,7,3.7,7.96,,0.31,True,True,2024-09-23 06:53:00+05:30,3.7,8.2,33.0,0.18,0.0,0.0,0.0,30.0,2667.0,600.0,True,True,False,False,False,False
8149,2024-12-03 16:44:00+05:30,NL-MLI1,NL,NL-MLI,False,16,8.7,8.2,,,True,True,2024-09-23 16:43:00+05:30,9.3,8.45,,,0.0,0.0,0.0,,2667.0,600.0,True,True,False,False,False,False
327,2021-10-23 06:48:00+05:30,NL-MLJ1,NL,NL-MLJ,True,6,3.2,8.26,38.0,0.0,False,,,,,,,,,,,,,,,,,,
330,2021-10-23 17:22:00+05:30,NL-MLJ1,NL,NL-MLJ,False,17,10.5,8.6,,,False,,,,,,,,,,,,,,,,,,
389,2021-11-12 06:53:00+05:30,NL-MLJ1,NL,NL-MLJ,True,6,4.3,8.32,33.0,0.0,False,True,2021-10-23 06:48:00+05:30,3.2,8.26,38.0,0.0,,,,,,,,,,,,
392,2021-11-12 17:19:00+05:30,NL-MLJ1,NL,NL-MLJ,False,17,5.8,8.27,,,False,True,2021-10-23 17:22:00+05:30,10.5,8.6,,,,,,,,,,,,,,
479,2021-11-26 06:55:00+05:30,NL-MLJ1,NL,NL-MLJ,True,6,1.7,7.48,32.0,0.0,False,True,2021-11-12 06:53:00+05:30,4.3,8.32,33.0,0.0,,,,,,,,,,,,
482,2021-11-26 16:49:00+05:30,NL-MLJ1,NL,NL-MLJ,False,16,5.3,8.06,32.0,,False,True,2021-11-12 17:19:00+05:30,5.8,8.27,,,,,,,,,,,,,,
534,2021-12-06 07:30:00+05:30,NL-MLJ1,NL,NL-MLJ,True,7,1.8,7.63,36.0,0.0,False,True,2021-11-26 06:55:00+05:30,1.7,7.48,32.0,0.0,,,,50.0,,,,,,,,
541,2021-12-06 17:25:00+05:30,NL-MLJ1,NL,NL-MLJ,False,17,6.2,8.3,36.0,,False,True,2021-11-26 16:49:00+05:30,5.3,8.06,32.0,,,,,,,,,,,,,
898,2022-02-03 06:20:00+05:30,NL-MLJ1,NL,NL-MLJ,True,6,4.0,7.9,40.0,0.0,False,True,2021-12-06 07:30:00+05:30,1.8,7.63,36.0,0.0,,,,100.0,,,,,,,,
906,2022-02-03 16:45:00+05:30,NL-MLJ1,NL,NL-MLJ,False,16,8.2,7.41,40.0,,False,True,2021-12-06 17:25:00+05:30,6.2,8.3,36.0,,,,,,,,,,,,,
996,2022-02-17 07:05:00+05:30,NL-MLJ1,NL,NL-MLJ,True,7,4.7,7.47,56.0,0.0,False,True,2022-02-03 06:20:00+05:30,4.0,7.9,40.0,0.0,,,,,,,,,,,,
1001,2022-02-17 17:16:00+05:30,NL-MLJ1,NL,NL-MLJ,False,17,9.3,7.6,56.0,,False,True,2022-02-03 16:45:00+05:30,8.2,7.41,40.0,,,,,,,,,,,,,
1111,2022-03-07 07:10:00+05:30,NL-MLJ1,NL,NL-MLJ,True,7,4.2,8.19,50.0,0.0,False,True,2022-02-17 07:05:00+05:30,4.7,7.47,56.0,0.0,,,,30.0,,,,,,,,
1119,2022-03-07 17:15:00+05:30,NL-MLJ1,NL,NL-MLJ,False,17,8.3,7.91,50.0,,False,True,2022-02-17 17:16:00+05:30,9.3,7.6,56.0,,,,,,,,,,,,,
1214,2022-03-22 07:07:00+05:30,NL-MLJ1,NL,NL-MLJ,True,7,3.1,7.56,31.0,0.0,False,True,2022-03-07 07:10:00+05:30,4.2,8.19,50.0,0.0,,,,30.0,,,,,,,,
1221,2022-03-22 17:00:00+05:30,NL-MLJ1,NL,NL-MLJ,False,17,9.7,8.13,31.0,,False,True,2022-03-07 17:15:00+05:30,8.3,7.91,50.0,,,,,30.0,,,,,,,,
1343,2022-04-08 06:40:00+05:30,NL-MLJ1,NL,NL-MLJ,True,6,4.0,7.98,26.0,0.0,False,True,2022-03-22 07:07:00+05:30,3.1,7.56,31.0,0.0,,,,60.0,,,,,,,,
1352,2022-04-08 16:55:00+05:30,NL-MLJ1,NL,NL-MLJ,False,16,8.9,8.16,26.0,,False,True,2022-03-22 17:00:00+05:30,9.7,8.13,31.0,,,,,60.0,,,,,,,,
1441,2022-04-21 06:35:00+05:30,NL-MLJ1,NL,NL-MLJ,True,6,3.8,8.09,28.0,,False,True,2022-04-08 06:40:00+05:30,4.0,7.98,26.0,0.0,,,,60.0,,,,,,,,
1449,2022-04-21 16:50:00+05:30,NL-MLJ1,NL,NL-MLJ,False,16,10.5,8.41,28.0,,False,True,2022-04-08 16:55:00+05:30,8.9,8.16,26.0,,,,,60.0,,,,,,,,
1567,2022-05-07 06:45:00+05:30,NL-MLJ1,NL,NL-MLJ,True,6,3.5,8.14,29.0,,False,True,2022-04-21 06:35:00+05:30,3.8,8.09,28.0,,,,,60.0,2800.0,,,,,,,
1573,2022-05-07 16:45:00+05:30,NL-MLJ1,NL,NL-MLJ,False,16,8.5,8.45,29.0,,False,True,2022-04-21 16:50:00+05:30,10.5,8.41,28.0,,,,,60.0,2800.0,,,,,,,
1697,2022-05-25 06:50:00+05:30,NL-MLJ1,NL,NL-MLJ,True,6,3.7,7.98,28.0,0.0,False,True,2022-05-07 06:45:00+05:30,3.5,8.14,29.0,,,,,35.0,2800.0,,,,,,,
1700,2022-05-25 16:55:00+05:30,NL-MLJ1,NL,NL-MLJ,False,16,9.2,8.34,28.0,,False,True,2022-05-07 16:45:00+05:30,8.5,8.45,29.0,,,,,35.0,2800.0,,,,,,,
1848,2022-06-15 06:35:00+05:30,NL-MLJ1,NL,NL-MLJ,True,6,3.6,7.99,28.0,0.0,False,True,2022-05-25 06:50:00+05:30,3.7,7.98,28.0,0.0,,,,35.0,2800.0,,,,,,,
1856,2022-06-15 16:30:00+05:30,NL-MLJ1,NL,NL-MLJ,False,16,10.3,8.3,28.0,0.0,False,True,2022-05-25 16:55:00+05:30,9.2,8.34,28.0,,,,,35.0,2800.0,,,,,,,
1919,2022-06-23 06:40:00+05:30,NL-MLJ1,NL,NL-MLJ,True,6,3.9,8.18,30.0,0.0,False,True,2022-06-15 06:35:00+05:30,3.6,7.99,28.0,0.0,,,,60.0,2800.0,,,,,,,
1923,2022-06-23 16:42:00+05:30,NL-MLJ1,NL,NL-MLJ,False,16,9.2,8.37,30.0,0.0,False,True,2022-06-15 16:30:00+05:30,10.3,8.3,28.0,0.0,,,,60.0,2800.0,,,,,,,
2006,2022-07-11 06:35:00+05:30,NL-MLJ1,NL,NL-MLJ,True,6,3.5,8.11,34.0,0.0,False,True,2022-06-23 06:40:00+05:30,3.9,8.18,30.0,0.0,,,,35.0,2800.0,,,,,,,
2011,2022-07-11 16:50:00+05:30,NL-MLJ1,NL,NL-MLJ,False,16,9.0,8.3,34.0,0.0,False,True,2022-06-23 16:42:00+05:30,9.2,8.37,30.0,0.0,,,,35.0,2800.0,,,,,,,
2165,2022-08-05 07:30:00+05:30,NL-MLJ1,NL,NL-MLJ,True,7,4.0,7.96,35.0,0.0,False,True,2022-07-11 06:35:00+05:30,3.5,8.11,34.0,0.0,,,,65.0,2800.0,,,,,,,
2167,2022-08-05 16:50:00+05:30,NL-MLJ1,NL,NL-MLJ,False,16,10.5,8.06,35.0,0.0,False,True,2022-07-11 16:50:00+05:30,9.0,8.3,34.0,0.0,,,,65.0,2800.0,,,,,,,
2253,2022-08-17 06:30:00+05:30,NL-MLJ1,NL,NL-MLJ,True,6,4.6,8.06,35.0,0.0,False,True,2022-08-05 07:30:00+05:30,4.0,7.96,35.0,0.0,,,,100.0,2800.0,,,,,,,
2265,2022-08-17 16:30:00+05:30,NL-MLJ1,NL,NL-MLJ,False,16,11.3,8.27,35.0,0.0,False,True,2022-08-05 16:50:00+05:30,10.5,8.06,35.0,0.0,,,,100.0,2800.0,,,,,,,
2345,2022-08-30 06:25:00+05:30,NL-MLJ1,NL,NL-MLJ,True,6,4.5,7.33,37.0,0.02,False,True,2022-08-17 06:30:00+05:30,4.6,8.06,35.0,0.0,,,,100.0,2800.0,,,,,,,
2349,2022-08-30 16:55:00+05:30,NL-MLJ1,NL,NL-MLJ,False,16,8.4,7.95,37.0,0.02,False,True,2022-08-17 16:30:00+05:30,11.3,8.27,35.0,0.0,,,,100.0,2800.0,,,,,,,
2412,2022-09-15 06:25:00+05:30,NL-MLJ1,NL,NL-MLJ,True,6,3.8,7.67,34.0,0.03,False,True,2022-08-30 06:25:00+05:30,4.5,7.33,37.0,0.02,,,,100.0,2800.0,,,,,,,
2420,2022-09-15 17:05:00+05:30,NL-MLJ1,NL,NL-MLJ,False,17,8.7,7.82,34.0,0.03,False,True,2022-08-30 16:55:00+05:30,8.4,7.95,37.0,0.02,,,,100.0,2800.0,,,,,,,
2520,2022-10-06 07:20:00+05:30,NL-MLJ1,NL,NL-MLJ,True,7,4.2,7.54,21.0,0.02,False,True,2022-09-15 06:25:00+05:30,3.8,7.67,34.0,0.03,,,,100.0,2800.0,,,,,,,
2522,2022-10-06 16:20:00+05:30,NL-MLJ1,NL,NL-MLJ,False,16,8.5,8.41,21.0,0.02,False,True,2022-09-15 17:05:00+05:30,8.7,7.82,34.0,0.03,,,,100.0,2800.0,,,,,,,
2622,2022-10-18 06:52:00+05:30,NL-MLJ1,NL,NL-MLJ,True,6,3.9,8.04,21.0,0.21,False,True,2022-10-06 07:20:00+05:30,4.2,7.54,21.0,0.02,,,,100.0,2800.0,,,,,,,
2627,2022-10-18 16:35:00+05:30,NL-MLJ1,NL,NL-MLJ,False,16,11.0,8.41,,,False,True,2022-10-06 16:20:00+05:30,8.5,8.41,21.0,0.02,,,,100.0,2800.0,,,,,,,
3160,2023-01-24 06:20:00+05:30,NL-MLJ1,NL,NL-MLJ,True,6,4.7,7.8,35.0,0.0,False,True,2022-10-18 06:52:00+05:30,3.9,8.04,21.0,0.21,,,,100.0,2800.0,,True,True,False,False,False,False
3173,2023-01-24 16:17:00+05:30,NL-MLJ1,NL,NL-MLJ,False,16,8.9,8.3,,,False,True,2022-10-18 16:35:00+05:30,11.0,8.41,,,,,,,,,,,,,,
3364,2023-02-21 06:33:00+05:30,NL-MLJ1,NL,NL-MLJ,True,6,4.1,7.9,35.0,0.01,False,True,2023-01-24 06:20:00+05:30,4.7,7.8,35.0,0.0,0.0,0.0,,30.0,3000.0,,True,True,False,False,False,False
3376,2023-02-21 16:18:00+05:30,NL-MLJ1,NL,NL-MLJ,False,16,10.3,8.2,,,False,True,2023-01-24 16:17:00+05:30,8.9,8.3,,,0.0,0.0,,,3000.0,50.0,True,True,False,False,False,False
3516,2023-03-20 06:58:00+05:30,NL-MLJ1,NL,NL-MLJ,True,6,4.3,8.0,34.0,0.03,False,True,2023-02-21 06:33:00+05:30,4.1,7.9,35.0,0.01,0.0,0.0,0.0,30.0,3000.0,,True,True,False,False,False,False
3523,2023-03-20 16:39:00+05:30,NL-MLJ1,NL,NL-MLJ,False,16,11.3,8.3,,,False,True,2023-02-21 16:18:00+05:30,10.3,8.2,,,0.0,0.0,,,,,,,,,,
3875,2023-04-20 06:26:00+05:30,NL-MLJ1,NL,NL-MLJ,True,6,3.4,8.0,36.0,0.0,False,True,2023-03-20 06:58:00+05:30,4.3,8.0,34.0,0.03,0.0,0.0,0.0,60.0,3000.0,250.0,True,True,False,False,False,False
3890,2023-04-20 16:53:00+05:30,NL-MLJ1,NL,NL-MLJ,False,16,9.1,8.3,,,False,True,2023-03-20 16:39:00+05:30,11.3,8.3,,,0.0,0.0,,,,,,,,,,
4216,2023-05-19 06:34:00+05:30,NL-MLJ1,NL,NL-MLJ,True,6,1.3,7.9,34.0,0.12,False,True,2023-04-20 06:26:00+05:30,3.4,8.0,36.0,0.0,0.0,0.0,0.0,80.0,3000.0,400.0,True,True,False,False,False,False
4235,2023-05-19 17:01:00+05:30,NL-MLJ1,NL,NL-MLJ,False,17,6.9,7.9,,,False,True,2023-04-20 16:53:00+05:30,9.1,8.3,,,0.0,0.0,,,,,,,,,,
4501,2023-06-20 06:16:00+05:30,NL-MLJ1,NL,NL-MLJ,True,6,3.4,8.1,38.0,0.11,False,True,2023-05-19 06:34:00+05:30,1.3,7.9,34.0,0.12,0.0,0.0,0.0,80.0,3000.0,550.0,True,True,False,False,False,False
4506,2023-06-20 17:02:00+05:30,NL-MLJ1,NL,NL-MLJ,False,17,9.2,8.2,,,False,True,2023-05-19 17:01:00+05:30,6.9,7.9,,,0.0,0.0,,,,,,,,,,
4636,2023-07-28 07:36:00+05:30,NL-MLJ1,NL,NL-MLJ,True,7,6.6,8.6,26.0,0.17,False,True,2023-06-20 06:16:00+05:30,3.4,8.1,38.0,0.11,0.0,0.0,0.0,120.0,3000.0,750.0,True,True,False,True,False,False
4640,2023-07-28 17:42:00+05:30,NL-MLJ1,NL,NL-MLJ,False,17,11.4,8.7,,,False,True,2023-06-20 17:02:00+05:30,9.2,8.2,,,0.0,0.0,,,,,,,,,,
4793,2023-08-24 07:21:00+05:30,NL-MLJ1,NL,NL-MLJ,True,7,3.5,8.1,37.0,0.21,False,True,2023-07-28 07:36:00+05:30,6.6,8.6,26.0,0.17,0.0,0.0,0.0,20.0,1000.0,600.0,False,False,False,False,False,False
4797,2023-08-24 17:18:00+05:30,NL-MLJ1,NL,NL-MLJ,False,17,9.1,8.3,,,False,True,2023-07-28 17:42:00+05:30,11.4,8.7,,,0.0,0.0,,,,,,,,,,
4981,2023-09-25 06:48:00+05:30,NL-MLJ1,NL,NL-MLJ,True,6,3.4,7.9,31.0,0.14,False,True,2023-08-24 07:21:00+05:30,3.5,8.1,37.0,0.21,0.0,0.0,0.0,40.0,1000.0,800.0,False,False,False,False,False,False
4996,2023-09-25 17:12:00+05:30,NL-MLJ1,NL,NL-MLJ,False,17,8.4,8.1,,,False,True,2023-08-24 17:18:00+05:30,9.1,8.3,,,0.0,0.0,,,,,,,,,,
5688,2023-12-26 06:38:00+05:30,NL-MLJ1,NL,NL-MLJ,True,6,4.2,7.83,35.0,0.0,False,True,2023-09-25 06:48:00+05:30,3.4,7.9,31.0,0.14,0.0,0.0,0.0,40.0,1000.0,900.0,False,False,False,False,False,False
5689,2023-12-26 15:38:00+05:30,NL-MLJ1,NL,NL-MLJ,False,15,10.3,8.09,35.0,0.0,False,True,2023-09-25 17:12:00+05:30,8.4,8.1,,,0.0,0.0,,,,,,,,,,
5870,2024-01-25 07:21:00+05:30,NL-MLJ1,NL,NL-MLJ,True,7,3.6,8.07,33.0,0.04,False,True,2023-12-26 06:38:00+05:30,4.2,7.83,35.0,0.0,0.0,0.0,0.0,20.0,2800.0,30.0,True,True,False,False,False,False
5871,2024-01-25 16:14:00+05:30,NL-MLJ1,NL,NL-MLJ,False,16,10.5,8.25,33.0,0.04,False,True,2023-12-26 15:38:00+05:30,10.3,8.09,35.0,0.0,0.0,0.0,0.0,,2800.0,30.0,True,True,False,False,False,False
6083,2024-02-24 06:52:00+05:30,NL-MLJ1,NL,NL-MLJ,True,6,4.2,7.93,31.0,0.01,False,True,2024-01-25 07:21:00+05:30,3.6,8.07,33.0,0.04,0.0,0.0,0.0,20.0,2800.0,100.0,True,True,False,False,False,False
6084,2024-02-24 16:03:00+05:30,NL-MLJ1,NL,NL-MLJ,False,16,10.8,8.31,31.0,0.01,False,True,2024-01-25 16:14:00+05:30,10.5,8.25,33.0,0.04,0.0,0.0,0.0,,2800.0,100.0,True,True,False,False,False,False
6314,2024-03-25 07:39:00+05:30,NL-MLJ1,NL,NL-MLJ,True,7,3.7,8.16,31.0,0.0,False,True,2024-02-24 06:52:00+05:30,4.2,7.93,31.0,0.01,0.0,0.0,0.0,20.0,2800.0,150.0,True,True,False,False,False,False
6315,2024-03-25 17:42:00+05:30,NL-MLJ1,NL,NL-MLJ,False,17,10.5,8.31,31.0,0.0,False,True,2024-02-24 16:03:00+05:30,10.8,8.31,31.0,0.01,0.0,0.0,0.0,,2800.0,150.0,True,True,False,False,False,False
6518,2024-04-23 07:03:00+05:30,NL-MLJ1,NL,NL-MLJ,True,7,4.1,8.19,33.0,0.0,False,True,2024-03-25 07:39:00+05:30,3.7,8.16,31.0,0.0,0.0,0.0,0.0,25.0,2800.0,,True,True,False,False,False,False
6519,2024-04-23 17:03:00+05:30,NL-MLJ1,NL,NL-MLJ,False,17,10.7,8.32,33.0,0.0,False,True,2024-03-25 17:42:00+05:30,10.5,8.31,31.0,0.0,0.0,0.0,0.0,,2800.0,,True,True,False,False,False,False
6769,2024-05-23 07:10:00+05:30,NL-MLJ1,NL,NL-MLJ,True,7,3.7,8.21,30.0,0.04,False,True,2024-04-23 07:03:00+05:30,4.1,8.19,33.0,0.0,0.0,8.0,0.0,30.0,3043.0,300.0,True,True,False,False,False,False
6770,2024-05-23 17:22:00+05:30,NL-MLJ1,NL,NL-MLJ,False,17,9.9,8.38,30.0,0.04,False,True,2024-04-23 17:03:00+05:30,10.7,8.32,33.0,0.0,0.0,9.0,0.0,,3043.0,300.0,True,True,False,False,False,False
6906,2024-06-22 06:36:00+05:30,NL-MLJ1,NL,NL-MLJ,True,6,2.3,8.12,32.0,0.02,False,True,2024-05-23 07:10:00+05:30,3.7,8.21,30.0,0.04,0.0,0.0,0.0,35.0,3043.0,400.0,True,True,False,False,False,False
6908,2024-06-22 17:05:00+05:30,NL-MLJ1,NL,NL-MLJ,False,17,8.5,8.38,32.0,0.02,False,True,2024-05-23 17:22:00+05:30,9.9,8.38,30.0,0.04,0.0,0.0,0.0,,3043.0,400.0,True,True,False,False,False,False
6994,2024-07-15 06:35:00+05:30,NL-MLJ1,NL,NL-MLJ,True,6,1.2,7.08,30.0,0.04,False,True,2024-06-22 06:36:00+05:30,2.3,8.12,32.0,0.02,0.0,0.0,0.0,40.0,3043.0,500.0,True,True,False,False,False,False
6995,2024-07-15 16:35:00+05:30,NL-MLJ1,NL,NL-MLJ,False,16,7.2,7.42,,,False,True,2024-06-22 17:05:00+05:30,8.5,8.38,32.0,0.02,0.0,0.0,0.0,,3043.0,500.0,True,True,False,False,False,False
7091,2024-08-06 07:30:00+05:30,NL-MLJ1,NL,NL-MLJ,True,7,3.8,7.91,32.0,0.01,False,True,2024-07-15 06:35:00+05:30,1.2,7.08,30.0,0.04,0.0,0.0,0.0,50.0,3043.0,500.0,True,True,False,False,False,False
7092,2024-08-06 17:29:00+05:30,NL-MLJ1,NL,NL-MLJ,False,17,9.2,8.24,,,False,True,2024-07-15 16:35:00+05:30,7.2,7.42,,,0.0,0.0,0.0,,3043.0,500.0,True,True,False,False,False,False
